subscription_id,customer_id,platform,start_date,end_date,price,plan_type,status
3326,1713,Netflix,02-07-2024,12-04-2026,149,Yearly,Active
3327,195,Netflix,05-10-2024,24-01-2026,499,Quarterly,Expired
3328,2186,Zee5,14-04-2025,10-05-2026,199,Yearly,Active
3329,2972,Disney+ Hotstar,29-09-2025,15-05-2026,99,Yearly,Active
3330,4290,Disney+ Hotstar,07-07-2024,22-05-2026,149,Yearly,Expired
3331,3153,Amazon Prime,22-09-2025,29-04-2026,299,Monthly,Expired
3332,3751,Amazon Prime,11-06-2025,01-04-2026,149,Quarterly,Active
3333,5567,Amazon Prime,28-02-2025,17-01-2026,99,Monthly,Expired
3334,2471,Disney+ Hotstar,24-12-2023,25-03-2026,99,Yearly,Active
3335,725,SonyLIV,04-03-2024,18-05-2026,149,Monthly,Expired
3336,4381,SonyLIV,29-01-2024,18-05-2026,99,Yearly,Expired
3337,4900,SonyLIV,25-06-2025,21-12-2025,499,Monthly,Expired
3338,5721,SonyLIV,24-08-2025,28-02-2026,149,Quarterly,Expired
3339,490,Zee5,24-08-2024,06-05-2026,149,Yearly,Active
3340,3564,SonyLIV,24-05-2025,27-04-2026,149,Yearly,Active
3341,1452,Disney+ Hotstar,26-10-2025,07-01-2026,199,Yearly,Active
3342,2188,Zee5,29-06-2025,25-04-2026,149,Quarterly,Active
3343,3237,Netflix,31-10-2025,23-03-2026,99,Yearly,Active
3344,5518,SonyLIV,24-08-2025,21-03-2026,99,Monthly,Active
3345,530,Disney+ Hotstar,04-07-2024,13-03-2026,199,Quarterly,Expired
3346,3302,Amazon Prime,14-04-2024,12-12-2025,199,Yearly,Expired
3347,3295,Amazon Prime,04-08-2024,22-02-2026,199,Monthly,Active
3348,1109,Zee5,29-12-2024,24-02-2026,299,Yearly,Active
3349,994,Amazon Prime,02-08-2025,05-02-2026,99,Monthly,Active
3350,2848,SonyLIV,19-11-2024,08-12-2025,149,Quarterly,Active
3351,63,SonyLIV,20-11-2024,03-01-2026,299,Monthly,Active
3352,329,Netflix,18-07-2024,01-04-2026,499,Monthly,Active
3353,5307,Disney+ Hotstar,23-11-2025,06-02-2026,99,Monthly,Active
3354,3930,SonyLIV,20-11-2025,17-04-2026,199,Quarterly,Active
3355,3624,Zee5,05-08-2024,03-05-2026,499,Quarterly,Active
3356,5021,Disney+ Hotstar,11-08-2024,05-05-2026,149,Yearly,Active
3357,5127,Amazon Prime,14-03-2024,16-01-2026,99,Monthly,Active
3358,5711,Disney+ Hotstar,28-12-2024,31-03-2026,149,Quarterly,Expired
3359,4132,Netflix,14-11-2024,24-12-2025,299,Monthly,Expired
3360,2508,Netflix,17-04-2024,09-04-2026,99,Monthly,Expired
3361,3287,Disney+ Hotstar,17-01-2025,28-11-2025,149,Quarterly,Expired
3362,2926,Zee5,23-11-2025,20-03-2026,99,Monthly,Active
3363,2471,Zee5,21-06-2024,10-03-2026,99,Quarterly,Active
3364,226,Zee5,27-09-2025,05-12-2025,149,Quarterly,Expired
3365,184,SonyLIV,30-10-2025,21-01-2026,199,Quarterly,Expired
3366,79,Disney+ Hotstar,01-07-2025,24-04-2026,299,Quarterly,Expired
3367,420,Zee5,11-05-2025,11-04-2026,99,Monthly,Expired
3368,4269,Netflix,27-05-2024,06-03-2026,199,Quarterly,Active
3369,5465,Zee5,16-03-2024,12-01-2026,149,Quarterly,Expired
3370,867,Netflix,25-07-2025,13-05-2026,499,Quarterly,Active
3371,2772,SonyLIV,28-11-2024,09-05-2026,99,Monthly,Expired
3372,5204,Amazon Prime,21-04-2025,24-12-2025,199,Yearly,Active
3373,3896,Zee5,23-06-2025,22-12-2025,99,Quarterly,Active
3374,4596,Netflix,28-10-2024,26-03-2026,499,Quarterly,Expired
3375,5573,Zee5,24-01-2025,02-04-2026,199,Yearly,Active
3376,2606,SonyLIV,17-08-2025,09-03-2026,149,Monthly,Active
3377,2251,SonyLIV,16-11-2024,06-03-2026,99,Quarterly,Expired
3378,413,Amazon Prime,10-03-2025,16-03-2026,299,Quarterly,Expired
3379,3325,Disney+ Hotstar,27-10-2025,03-12-2025,149,Yearly,Active
3380,5765,Netflix,17-11-2025,13-05-2026,299,Yearly,Active
3381,5769,Disney+ Hotstar,16-08-2024,28-01-2026,99,Monthly,Active
3382,33,SonyLIV,25-04-2024,27-12-2025,499,Monthly,Expired
3383,4513,SonyLIV,03-05-2025,23-12-2025,149,Monthly,Expired
3384,4004,Disney+ Hotstar,15-06-2024,05-05-2026,299,Monthly,Active
3385,449,Disney+ Hotstar,17-02-2025,10-05-2026,99,Monthly,Active
3386,4263,Disney+ Hotstar,15-09-2025,07-05-2026,149,Yearly,Expired
3387,1551,Netflix,18-03-2024,22-05-2026,299,Quarterly,Active
3388,3073,SonyLIV,28-01-2025,03-12-2025,99,Yearly,Active
3389,3742,Netflix,19-06-2024,29-11-2025,199,Monthly,Expired
3390,2223,Zee5,16-06-2025,11-04-2026,299,Quarterly,Expired
3391,2290,Netflix,25-03-2025,26-01-2026,99,Monthly,Expired
3392,2490,Disney+ Hotstar,15-06-2025,18-03-2026,299,Monthly,Active
3393,1866,Amazon Prime,26-02-2024,08-05-2026,149,Yearly,Expired
3394,5034,SonyLIV,22-04-2024,16-04-2026,499,Yearly,Expired
3395,5925,Disney+ Hotstar,25-04-2024,18-12-2025,99,Monthly,Expired
3396,800,SonyLIV,30-03-2024,17-04-2026,99,Monthly,Active
3397,1193,Disney+ Hotstar,11-11-2024,12-02-2026,149,Monthly,Active
3398,2062,Zee5,06-11-2025,19-05-2026,199,Quarterly,Expired
3399,1392,Netflix,02-06-2025,19-04-2026,99,Quarterly,Active
3400,506,Netflix,20-01-2025,14-01-2026,199,Quarterly,Active
3401,1824,Netflix,17-12-2023,02-12-2025,99,Monthly,Expired
3402,3245,Netflix,02-03-2025,15-02-2026,149,Monthly,Expired
3403,5406,Zee5,27-03-2024,02-01-2026,99,Yearly,Expired
3404,2337,Disney+ Hotstar,28-07-2025,14-02-2026,149,Monthly,Expired
3405,2908,Amazon Prime,30-05-2025,15-02-2026,499,Yearly,Expired
3406,5794,Zee5,23-01-2024,09-04-2026,199,Yearly,Expired
3407,1432,Zee5,03-02-2024,20-04-2026,199,Yearly,Active
3408,2123,Zee5,25-05-2025,15-02-2026,299,Monthly,Expired
3409,4359,Zee5,08-05-2025,14-01-2026,499,Quarterly,Expired
3410,1305,Netflix,22-08-2025,14-05-2026,149,Monthly,Expired
3411,1016,Zee5,29-02-2024,16-04-2026,99,Yearly,Active
3412,1712,Netflix,16-09-2024,07-01-2026,149,Quarterly,Expired
3413,5240,Zee5,07-03-2025,26-03-2026,99,Monthly,Active
3414,4649,Zee5,14-09-2024,06-02-2026,499,Quarterly,Active
3415,2834,Netflix,01-01-2025,11-05-2026,199,Quarterly,Active
3416,4230,SonyLIV,31-10-2025,08-01-2026,499,Monthly,Active
3417,153,Disney+ Hotstar,07-06-2024,26-03-2026,99,Yearly,Active
3418,5806,SonyLIV,21-10-2024,09-01-2026,99,Quarterly,Expired
3419,3790,Netflix,14-08-2024,17-05-2026,99,Quarterly,Expired
3420,3782,SonyLIV,17-05-2025,19-02-2026,99,Quarterly,Active
3421,2905,SonyLIV,14-11-2025,06-12-2025,499,Monthly,Active
3422,1140,SonyLIV,30-03-2024,15-01-2026,199,Quarterly,Active
3423,4018,Netflix,30-01-2024,25-12-2025,299,Yearly,Active
3424,4954,Amazon Prime,07-04-2025,13-02-2026,299,Quarterly,Expired
3425,2759,SonyLIV,16-12-2024,19-04-2026,149,Yearly,Active
3426,5398,Zee5,18-11-2025,11-01-2026,199,Yearly,Active
3427,2899,Amazon Prime,01-11-2025,07-03-2026,299,Yearly,Expired
3428,2730,Amazon Prime,14-12-2023,25-05-2026,499,Quarterly,Expired
3429,3536,Zee5,25-02-2025,12-03-2026,299,Yearly,Active
3430,1936,Disney+ Hotstar,08-07-2024,03-03-2026,299,Quarterly,Expired
3431,3430,Disney+ Hotstar,23-08-2024,01-02-2026,199,Yearly,Expired
3432,756,SonyLIV,31-05-2024,10-01-2026,149,Yearly,Expired
3433,3515,SonyLIV,29-07-2024,02-12-2025,499,Quarterly,Active
3434,1256,Amazon Prime,14-06-2024,07-03-2026,199,Monthly,Expired
3435,4023,Netflix,19-09-2024,17-02-2026,149,Quarterly,Active
3436,2547,Amazon Prime,04-09-2024,20-01-2026,299,Yearly,Active
3437,5880,SonyLIV,02-12-2023,30-01-2026,199,Quarterly,Active
3438,913,Disney+ Hotstar,20-01-2024,23-01-2026,499,Quarterly,Expired
3439,4178,Zee5,19-01-2024,07-04-2026,499,Monthly,Active
3440,1910,SonyLIV,05-06-2024,27-04-2026,299,Monthly,Expired
3441,3835,Disney+ Hotstar,18-09-2024,07-01-2026,99,Monthly,Expired
3442,1811,SonyLIV,15-02-2024,09-05-2026,199,Yearly,Expired
3443,3613,Amazon Prime,17-04-2025,11-04-2026,199,Yearly,Active
3444,4102,Amazon Prime,15-01-2024,03-03-2026,149,Quarterly,Active
3445,823,Amazon Prime,07-11-2025,11-04-2026,199,Yearly,Expired
3446,5575,Netflix,04-12-2023,20-01-2026,499,Yearly,Active
3447,5712,Netflix,29-02-2024,16-04-2026,149,Yearly,Active
3448,2330,SonyLIV,07-12-2023,28-04-2026,299,Yearly,Expired
3449,3481,Amazon Prime,13-12-2023,18-02-2026,199,Quarterly,Active
3450,3050,Amazon Prime,12-03-2025,12-03-2026,299,Monthly,Expired
3451,1775,SonyLIV,06-02-2025,05-02-2026,149,Quarterly,Active
3452,118,Amazon Prime,09-06-2025,14-12-2025,99,Yearly,Active
3453,1184,Amazon Prime,18-01-2025,25-04-2026,99,Yearly,Expired
3454,4257,SonyLIV,24-06-2025,29-01-2026,199,Yearly,Expired
3455,3873,Zee5,15-09-2024,15-01-2026,149,Monthly,Active
3456,2125,Zee5,02-08-2024,13-02-2026,99,Yearly,Active
3457,2453,SonyLIV,17-03-2024,28-04-2026,299,Yearly,Expired
3458,3706,Disney+ Hotstar,15-07-2025,01-12-2025,99,Yearly,Expired
3459,1589,Netflix,11-11-2024,17-12-2025,299,Monthly,Active
3460,5597,Netflix,11-01-2025,28-12-2025,149,Quarterly,Expired
3461,846,Disney+ Hotstar,07-12-2024,11-04-2026,149,Quarterly,Expired
3462,3701,Amazon Prime,05-10-2024,27-01-2026,149,Yearly,Expired
3463,5362,Amazon Prime,21-01-2025,16-03-2026,99,Quarterly,Active
3464,1594,Zee5,27-01-2025,06-05-2026,149,Monthly,Active
3465,1909,SonyLIV,09-07-2024,04-05-2026,149,Yearly,Expired
3466,4906,Zee5,12-06-2024,20-12-2025,149,Quarterly,Expired
3467,4206,Netflix,18-11-2024,02-01-2026,299,Yearly,Active
3468,1579,SonyLIV,28-08-2024,17-02-2026,199,Yearly,Expired
3469,3948,Netflix,09-12-2023,15-04-2026,149,Yearly,Active
3470,3263,Disney+ Hotstar,20-05-2025,29-11-2025,199,Yearly,Active
3471,5317,Disney+ Hotstar,19-04-2024,24-12-2025,99,Quarterly,Active
3472,1361,SonyLIV,28-07-2024,20-05-2026,199,Yearly,Expired
3473,925,SonyLIV,08-03-2024,25-12-2025,149,Quarterly,Expired
3474,58,Netflix,11-11-2024,26-01-2026,199,Yearly,Expired
3475,5276,SonyLIV,03-04-2024,31-01-2026,199,Quarterly,Expired
3476,1768,Disney+ Hotstar,20-03-2025,04-01-2026,149,Monthly,Active
3477,3037,Disney+ Hotstar,26-09-2024,11-03-2026,499,Quarterly,Expired
3478,2528,Disney+ Hotstar,18-02-2024,08-04-2026,149,Yearly,Expired
3479,4242,Disney+ Hotstar,21-02-2024,09-04-2026,99,Yearly,Active
3480,4946,SonyLIV,01-09-2025,13-04-2026,99,Quarterly,Expired
3481,2231,Amazon Prime,14-07-2025,07-01-2026,149,Quarterly,Active
3482,49,Netflix,04-04-2025,31-12-2025,99,Yearly,Expired
3483,4053,SonyLIV,12-07-2024,06-02-2026,149,Quarterly,Active
3484,795,SonyLIV,18-08-2025,27-03-2026,299,Quarterly,Expired
3485,323,Netflix,14-12-2024,11-01-2026,299,Yearly,Expired
3486,4214,Zee5,21-11-2024,26-04-2026,299,Quarterly,Active
3487,834,Zee5,15-10-2025,24-01-2026,299,Yearly,Active
3488,5170,Disney+ Hotstar,30-08-2024,12-03-2026,299,Yearly,Expired
3489,4756,Disney+ Hotstar,22-07-2025,18-12-2025,199,Quarterly,Expired
3490,1995,Amazon Prime,02-03-2025,16-03-2026,149,Monthly,Expired
3491,1657,Netflix,16-04-2025,12-12-2025,99,Quarterly,Expired
3492,4499,Disney+ Hotstar,31-07-2024,22-04-2026,499,Quarterly,Active
3493,3264,SonyLIV,06-03-2024,26-05-2026,199,Yearly,Active
3494,771,Zee5,10-11-2024,12-02-2026,149,Monthly,Expired
3495,3907,Amazon Prime,01-08-2024,30-11-2025,99,Yearly,Active
3496,2244,Zee5,11-05-2025,15-12-2025,149,Quarterly,Active
3497,4384,SonyLIV,05-06-2024,01-03-2026,199,Quarterly,Expired
3498,2275,Disney+ Hotstar,22-01-2025,28-01-2026,299,Quarterly,Active
3499,292,Amazon Prime,31-01-2024,05-05-2026,299,Monthly,Active
3500,4485,Zee5,14-02-2024,16-03-2026,499,Yearly,Active
3501,1334,SonyLIV,09-02-2024,22-12-2025,299,Yearly,Active
3502,1750,Zee5,07-09-2024,19-01-2026,199,Yearly,Expired
3503,3369,Disney+ Hotstar,28-12-2023,29-11-2025,499,Monthly,Expired
3504,3295,Zee5,07-09-2024,06-01-2026,299,Yearly,Active
3505,2131,SonyLIV,07-11-2024,12-04-2026,299,Yearly,Active
3506,626,SonyLIV,11-06-2024,23-03-2026,199,Quarterly,Active
3507,5599,SonyLIV,05-01-2024,13-01-2026,299,Quarterly,Active
3508,996,Zee5,20-04-2025,07-01-2026,499,Quarterly,Active
3509,208,SonyLIV,18-07-2025,30-03-2026,99,Yearly,Expired
3510,4484,Netflix,29-05-2024,08-01-2026,149,Monthly,Active
3511,482,SonyLIV,07-01-2024,19-04-2026,99,Yearly,Active
3512,614,Amazon Prime,05-10-2025,23-12-2025,299,Monthly,Active
3513,2768,Zee5,03-04-2024,20-02-2026,299,Monthly,Active
3514,3528,Disney+ Hotstar,31-10-2024,23-02-2026,199,Monthly,Expired
3515,1218,SonyLIV,23-05-2024,02-04-2026,499,Monthly,Active
3516,4260,Amazon Prime,25-01-2024,18-12-2025,149,Yearly,Expired
3517,5095,Netflix,31-12-2024,08-01-2026,499,Monthly,Active
3518,227,Amazon Prime,15-12-2024,12-12-2025,99,Monthly,Expired
3519,3877,Amazon Prime,14-10-2025,29-12-2025,499,Monthly,Active
3520,1527,SonyLIV,23-06-2025,01-03-2026,199,Quarterly,Active
3521,268,Netflix,04-07-2024,16-04-2026,149,Monthly,Expired
3522,4919,Disney+ Hotstar,30-10-2025,16-03-2026,199,Monthly,Active
3523,798,SonyLIV,07-09-2025,10-01-2026,499,Monthly,Expired
3524,5293,SonyLIV,08-04-2024,02-12-2025,199,Monthly,Active
3525,550,Disney+ Hotstar,21-09-2025,20-04-2026,99,Quarterly,Active
3526,3768,Disney+ Hotstar,01-02-2024,31-03-2026,299,Yearly,Expired
3527,1414,Disney+ Hotstar,16-07-2025,13-05-2026,299,Yearly,Expired
3528,1781,Disney+ Hotstar,13-01-2024,07-02-2026,499,Quarterly,Active
3529,4907,Amazon Prime,12-07-2025,22-02-2026,299,Quarterly,Expired
3530,3127,Netflix,17-10-2025,27-04-2026,299,Monthly,Expired
3531,3216,Zee5,12-01-2024,04-02-2026,299,Monthly,Active
3532,4254,Amazon Prime,18-08-2024,15-12-2025,499,Monthly,Expired
3533,3867,Disney+ Hotstar,11-11-2025,08-04-2026,499,Yearly,Expired
3534,1714,Disney+ Hotstar,31-01-2025,13-02-2026,149,Quarterly,Active
3535,1825,Netflix,25-02-2025,30-01-2026,149,Monthly,Expired
3536,4471,Zee5,07-12-2024,26-04-2026,299,Quarterly,Active
3537,2214,Amazon Prime,28-02-2025,17-02-2026,299,Monthly,Active
3538,1436,Amazon Prime,24-01-2024,09-12-2025,199,Quarterly,Active
3539,3066,SonyLIV,11-09-2024,21-12-2025,499,Monthly,Active
3540,4928,Zee5,06-04-2024,08-03-2026,299,Yearly,Active
3541,522,Zee5,28-05-2024,20-01-2026,99,Monthly,Active
3542,4097,Netflix,28-09-2025,02-02-2026,149,Quarterly,Active
3543,3914,Amazon Prime,14-03-2025,29-12-2025,199,Yearly,Active
3544,3963,SonyLIV,08-10-2025,01-12-2025,149,Monthly,Expired
3545,5149,SonyLIV,04-03-2025,12-01-2026,199,Yearly,Expired
3546,2582,Disney+ Hotstar,27-03-2025,01-03-2026,99,Monthly,Active
3547,3560,SonyLIV,10-05-2025,23-02-2026,99,Quarterly,Active
3548,4586,Netflix,19-03-2024,14-05-2026,199,Monthly,Expired
3549,2807,SonyLIV,02-01-2024,01-05-2026,199,Quarterly,Expired
3550,4789,Disney+ Hotstar,27-08-2025,30-11-2025,149,Yearly,Active
3551,832,Disney+ Hotstar,11-08-2025,29-03-2026,149,Monthly,Expired
3552,3104,Amazon Prime,18-02-2024,16-01-2026,99,Yearly,Active
3553,2967,Disney+ Hotstar,31-12-2024,19-02-2026,299,Quarterly,Expired
3554,2854,Disney+ Hotstar,28-04-2025,16-01-2026,299,Monthly,Active
3555,3208,Disney+ Hotstar,27-06-2024,28-11-2025,299,Yearly,Active
3556,3144,Amazon Prime,02-10-2024,30-01-2026,499,Yearly,Expired
3557,4167,Netflix,30-12-2024,26-04-2026,199,Yearly,Expired
3558,416,Netflix,07-06-2024,07-12-2025,299,Monthly,Expired
3559,1078,Zee5,03-07-2025,21-03-2026,99,Monthly,Expired
3560,1788,Amazon Prime,29-09-2024,14-12-2025,99,Monthly,Active
3561,252,Netflix,27-12-2023,21-05-2026,299,Monthly,Active
3562,45,Amazon Prime,25-07-2024,31-03-2026,499,Monthly,Expired
3563,1427,Netflix,05-11-2024,18-05-2026,299,Yearly,Expired
3564,2098,Netflix,19-05-2024,05-03-2026,199,Monthly,Expired
3565,470,Zee5,27-04-2025,24-01-2026,149,Quarterly,Active
3566,4540,Disney+ Hotstar,01-01-2025,04-05-2026,499,Yearly,Expired
3567,3099,SonyLIV,22-11-2025,17-12-2025,99,Monthly,Expired
3568,1902,Zee5,14-02-2024,04-05-2026,199,Monthly,Active
3569,2095,Amazon Prime,06-10-2024,14-05-2026,99,Quarterly,Expired
3570,260,SonyLIV,02-02-2025,10-03-2026,199,Monthly,Active
3571,1779,Zee5,23-05-2024,01-05-2026,199,Monthly,Expired
3572,1110,SonyLIV,01-09-2024,10-01-2026,149,Monthly,Active
3573,2225,Disney+ Hotstar,06-02-2025,12-05-2026,199,Yearly,Active
3574,263,Disney+ Hotstar,02-11-2025,25-04-2026,99,Yearly,Expired
3575,248,Netflix,16-08-2024,09-12-2025,499,Monthly,Expired
3576,4325,Zee5,11-08-2024,06-02-2026,199,Quarterly,Expired
3577,2772,SonyLIV,16-06-2025,22-04-2026,199,Quarterly,Expired
3578,1399,Zee5,11-05-2024,02-01-2026,499,Yearly,Active
3579,4874,Zee5,16-07-2025,25-01-2026,199,Quarterly,Active
3580,761,Disney+ Hotstar,29-01-2024,29-04-2026,199,Yearly,Active
3581,68,Zee5,24-07-2024,26-03-2026,499,Yearly,Active
3582,3158,Amazon Prime,16-01-2025,28-12-2025,299,Quarterly,Expired
3583,1866,Disney+ Hotstar,14-03-2025,30-11-2025,499,Quarterly,Active
3584,3444,Amazon Prime,11-12-2024,25-12-2025,299,Quarterly,Expired
3585,2988,Netflix,27-11-2024,23-02-2026,199,Monthly,Active
3586,5113,Netflix,07-11-2025,24-03-2026,149,Quarterly,Expired
3587,2806,Amazon Prime,17-07-2024,07-04-2026,499,Yearly,Expired
3588,437,Zee5,01-06-2024,31-03-2026,99,Yearly,Expired
3589,933,Amazon Prime,06-06-2024,29-03-2026,99,Yearly,Active
3590,990,Zee5,09-08-2024,03-03-2026,499,Monthly,Expired
3591,1071,SonyLIV,16-04-2025,29-01-2026,199,Yearly,Active
3592,3932,Zee5,28-02-2025,30-12-2025,149,Yearly,Expired
3593,5884,SonyLIV,05-05-2025,16-02-2026,199,Yearly,Active
3594,4478,Netflix,26-12-2023,21-12-2025,499,Quarterly,Expired
3595,1282,Netflix,12-02-2025,15-02-2026,299,Monthly,Expired
3596,2847,Netflix,14-11-2024,21-01-2026,99,Monthly,Expired
3597,4760,SonyLIV,27-12-2024,19-02-2026,199,Monthly,Expired
3598,4614,Amazon Prime,09-05-2025,30-04-2026,499,Yearly,Expired
3599,2338,SonyLIV,22-09-2025,07-02-2026,299,Quarterly,Active
3600,1567,Zee5,30-05-2025,24-12-2025,199,Quarterly,Active
3601,3009,SonyLIV,11-12-2023,18-12-2025,499,Monthly,Active
3602,3034,Disney+ Hotstar,03-12-2024,07-02-2026,199,Yearly,Expired
3603,453,Disney+ Hotstar,02-06-2024,02-05-2026,149,Monthly,Expired
3604,3101,Zee5,07-05-2025,31-03-2026,99,Quarterly,Active
3605,5406,SonyLIV,28-12-2023,06-03-2026,499,Monthly,Active
3606,1198,Disney+ Hotstar,16-03-2025,20-04-2026,199,Monthly,Expired
3607,213,Amazon Prime,31-01-2024,19-03-2026,499,Quarterly,Expired
3608,394,Amazon Prime,14-03-2024,04-03-2026,149,Monthly,Active
3609,3671,Netflix,10-03-2025,05-01-2026,99,Monthly,Expired
3610,824,Disney+ Hotstar,04-09-2025,13-05-2026,99,Quarterly,Expired
3611,2556,SonyLIV,16-03-2025,06-04-2026,199,Quarterly,Active
3612,4559,Disney+ Hotstar,15-07-2024,14-04-2026,199,Monthly,Active
3613,5343,Disney+ Hotstar,10-12-2023,08-01-2026,149,Yearly,Expired
3614,823,Amazon Prime,14-03-2025,21-04-2026,299,Yearly,Expired
3615,5005,Zee5,21-02-2024,16-04-2026,499,Monthly,Expired
3616,950,Disney+ Hotstar,10-10-2024,18-01-2026,99,Monthly,Expired
3617,384,Netflix,16-12-2023,19-12-2025,199,Monthly,Active
3618,5377,Disney+ Hotstar,21-07-2024,28-12-2025,499,Quarterly,Expired
3619,4593,Amazon Prime,11-03-2024,25-12-2025,499,Monthly,Expired
3620,2638,Amazon Prime,25-03-2024,11-05-2026,149,Quarterly,Expired
3621,974,Netflix,24-03-2024,14-03-2026,299,Quarterly,Expired
3622,1985,SonyLIV,31-10-2025,06-12-2025,499,Quarterly,Active
3623,3803,Amazon Prime,13-10-2024,26-03-2026,199,Quarterly,Expired
3624,5767,Amazon Prime,17-02-2025,30-11-2025,99,Quarterly,Expired
3625,2978,SonyLIV,24-10-2024,10-05-2026,499,Quarterly,Active
3626,3365,Amazon Prime,22-03-2024,14-03-2026,199,Monthly,Active
3627,5655,Netflix,06-10-2025,03-04-2026,499,Yearly,Active
3628,3118,Amazon Prime,07-07-2024,15-01-2026,149,Yearly,Expired
3629,4821,Netflix,03-08-2025,05-01-2026,499,Quarterly,Expired
3630,5278,Netflix,22-11-2024,24-04-2026,199,Quarterly,Expired
3631,5916,SonyLIV,09-10-2025,27-12-2025,99,Monthly,Expired
3632,3637,Amazon Prime,26-02-2024,27-01-2026,199,Yearly,Expired
3633,3645,Zee5,01-09-2024,21-02-2026,299,Yearly,Active
3634,3242,Zee5,18-09-2024,20-12-2025,299,Monthly,Active
3635,1276,Disney+ Hotstar,30-06-2024,17-04-2026,149,Monthly,Active
3636,1132,Netflix,25-09-2024,17-03-2026,299,Quarterly,Expired
3637,4857,SonyLIV,28-08-2025,20-03-2026,99,Quarterly,Active
3638,74,Netflix,24-08-2025,18-05-2026,299,Quarterly,Expired
3639,1298,Disney+ Hotstar,18-02-2024,10-05-2026,149,Quarterly,Expired
3640,3765,SonyLIV,16-02-2024,07-05-2026,199,Yearly,Active
3641,5314,Zee5,06-06-2024,03-03-2026,499,Quarterly,Active
3642,3448,Disney+ Hotstar,14-03-2025,04-05-2026,99,Quarterly,Active
3643,3063,Zee5,19-06-2024,09-04-2026,99,Yearly,Expired
3644,668,Amazon Prime,20-11-2025,13-02-2026,199,Monthly,Expired
3645,5429,Amazon Prime,24-05-2024,05-04-2026,199,Quarterly,Expired
3646,2422,Amazon Prime,23-01-2024,23-04-2026,199,Monthly,Expired
3647,1171,Zee5,10-03-2025,15-12-2025,199,Yearly,Expired
3648,890,Disney+ Hotstar,15-10-2025,20-03-2026,499,Quarterly,Expired
3649,5492,Amazon Prime,05-01-2025,19-01-2026,99,Yearly,Expired
3650,948,Amazon Prime,07-07-2024,07-02-2026,499,Monthly,Expired
3651,5472,Netflix,19-07-2025,10-04-2026,99,Monthly,Active
3652,915,Disney+ Hotstar,19-02-2025,01-03-2026,499,Quarterly,Active
3653,5589,Zee5,22-07-2024,06-02-2026,299,Yearly,Expired
3654,716,Amazon Prime,02-09-2025,16-03-2026,199,Yearly,Active
3655,3594,Netflix,11-04-2025,12-05-2026,99,Quarterly,Expired
3656,1060,Disney+ Hotstar,15-05-2025,21-03-2026,299,Yearly,Expired
3657,3565,Netflix,07-11-2025,16-04-2026,149,Monthly,Expired
3658,359,Disney+ Hotstar,13-03-2025,17-02-2026,499,Yearly,Expired
3659,2410,SonyLIV,04-10-2024,26-05-2026,99,Monthly,Expired
3660,16,Zee5,02-08-2024,03-04-2026,499,Quarterly,Active
3661,2461,SonyLIV,15-02-2025,02-12-2025,199,Monthly,Active
3662,4566,Amazon Prime,28-12-2023,11-04-2026,149,Yearly,Active
3663,4552,SonyLIV,15-05-2024,17-05-2026,149,Quarterly,Active
3664,2265,Netflix,06-07-2024,26-12-2025,299,Monthly,Expired
3665,198,Netflix,22-03-2024,29-04-2026,299,Quarterly,Active
3666,1804,Disney+ Hotstar,26-03-2024,09-01-2026,299,Quarterly,Expired
3667,3010,Netflix,02-02-2024,25-05-2026,99,Yearly,Expired
3668,77,Netflix,19-03-2025,24-04-2026,499,Yearly,Active
3669,1348,Netflix,23-06-2025,16-03-2026,99,Monthly,Active
3670,1879,Amazon Prime,03-11-2025,15-02-2026,299,Monthly,Expired
3671,526,SonyLIV,07-04-2024,16-03-2026,149,Yearly,Expired
3672,1032,Disney+ Hotstar,05-08-2025,30-03-2026,99,Quarterly,Active
3673,2291,Amazon Prime,30-11-2023,02-04-2026,499,Yearly,Active
3674,2014,Netflix,15-11-2024,27-04-2026,99,Yearly,Expired
3675,4620,Zee5,10-07-2025,14-05-2026,499,Monthly,Active
3676,4900,Netflix,31-10-2025,27-02-2026,199,Quarterly,Active
3677,908,Netflix,22-01-2024,13-12-2025,499,Quarterly,Expired
3678,5075,Netflix,08-09-2025,08-05-2026,299,Yearly,Expired
3679,2665,Amazon Prime,08-05-2024,04-03-2026,199,Monthly,Expired
3680,460,Netflix,04-09-2025,13-05-2026,199,Monthly,Expired
3681,5415,SonyLIV,22-12-2024,08-12-2025,499,Monthly,Active
3682,4964,SonyLIV,17-06-2025,30-04-2026,99,Quarterly,Active
3683,1601,Disney+ Hotstar,28-08-2025,28-03-2026,199,Yearly,Expired
3684,2468,Zee5,25-06-2024,15-04-2026,99,Yearly,Active
3685,4841,Zee5,03-02-2025,24-02-2026,199,Quarterly,Active
3686,838,Disney+ Hotstar,17-01-2025,24-02-2026,199,Monthly,Active
3687,1220,Disney+ Hotstar,30-01-2025,19-04-2026,499,Quarterly,Active
3688,3658,SonyLIV,16-05-2025,18-02-2026,149,Monthly,Active
3689,4276,SonyLIV,27-10-2024,08-05-2026,199,Yearly,Expired
3690,2176,Amazon Prime,12-10-2025,21-12-2025,149,Yearly,Expired
3691,2045,Disney+ Hotstar,14-05-2024,10-05-2026,199,Monthly,Expired
3692,4579,Disney+ Hotstar,15-06-2024,09-01-2026,149,Quarterly,Active
3693,4003,Zee5,15-06-2025,23-05-2026,99,Quarterly,Expired
