usage_id,customer_id,usage_date,data_used_gb,call_minutes,sms_count,roaming,network_type
3010,1659,13-09-2025,2.05,76,40,FALSE,5G
3011,1906,04-10-2025,2.39,86,0,FALSE,5G
3012,2882,28-11-2024,2.68,75,12,TRUE,4G
3013,3546,20-11-2025,1.64,70,43,TRUE,5G
3014,3540,31-07-2025,2.17,18,6,TRUE,5G
3015,5399,24-12-2024,2.88,31,26,TRUE,5G
3016,3072,02-03-2025,2.68,55,43,FALSE,4G
3017,124,10-06-2025,1.52,91,9,FALSE,4G
3018,4636,16-12-2024,0.72,108,45,FALSE,4G
3019,3292,29-01-2025,2.54,105,8,TRUE,4G
3020,2862,27-11-2025,1.53,89,45,FALSE,4G
3021,2413,30-04-2025,1.2,72,12,FALSE,5G
3022,5682,25-04-2025,0.96,40,3,FALSE,5G
3023,1717,25-05-2025,1.91,89,41,TRUE,5G
3024,5746,08-04-2025,2.55,34,20,FALSE,4G
3025,4474,12-06-2025,2.98,116,24,FALSE,5G
3026,5112,02-07-2025,0.31,6,23,FALSE,5G
3027,1713,17-02-2025,2.76,85,36,FALSE,5G
3028,4221,18-12-2024,2.41,54,48,TRUE,4G
3029,5653,15-06-2025,0.14,21,34,TRUE,5G
3030,5945,17-12-2024,2.99,109,26,TRUE,5G
3031,264,08-10-2025,0.56,94,16,FALSE,5G
3032,2538,28-09-2025,1.17,67,0,TRUE,5G
3033,1295,14-11-2025,0.82,105,19,FALSE,5G
3034,4422,16-03-2025,2.34,67,38,FALSE,5G
3035,5829,07-06-2025,2.95,30,12,FALSE,4G
3036,208,13-11-2025,2.62,1,7,TRUE,4G
3037,188,28-05-2025,0.92,3,37,FALSE,5G
3038,5756,19-04-2025,2.67,27,48,FALSE,4G
3039,5858,06-08-2025,0.94,0,44,FALSE,5G
3040,4174,10-09-2025,2.71,106,41,FALSE,4G
3041,3460,03-02-2025,1.17,87,47,FALSE,5G
3042,3379,10-05-2025,2.36,95,27,TRUE,4G
3043,856,14-09-2025,2.04,65,23,TRUE,4G
3044,4749,13-10-2025,1.08,61,25,TRUE,5G
3045,1202,28-09-2025,2.22,18,24,TRUE,4G
3046,3480,27-06-2025,0.44,84,18,TRUE,5G
3047,3525,18-09-2025,0.18,113,14,TRUE,4G
3048,3915,19-01-2025,0.82,16,19,TRUE,4G
3049,2813,17-10-2025,0.55,61,11,TRUE,4G
3050,1752,07-05-2025,1.72,21,26,FALSE,4G
3051,5696,13-01-2025,2.17,80,20,FALSE,4G
3052,3991,27-04-2025,2,24,35,TRUE,4G
3053,3989,20-05-2025,1.65,49,44,TRUE,5G
3054,3470,07-03-2025,2.44,9,33,TRUE,5G
3055,1828,20-10-2025,2.45,92,29,TRUE,5G
3056,3651,07-02-2025,2.93,36,22,TRUE,5G
3057,3735,04-02-2025,0.87,107,14,FALSE,4G
3058,1425,26-10-2025,1.85,85,9,FALSE,4G
3059,4974,24-07-2025,0.78,77,34,TRUE,5G
3060,2881,09-03-2025,2.21,82,41,FALSE,4G
3061,5423,07-03-2025,1.67,103,38,FALSE,5G
3062,5989,11-06-2025,1.05,21,40,TRUE,5G
3063,5494,05-08-2025,2.86,29,17,TRUE,5G
3064,5874,18-09-2025,1.06,42,28,TRUE,5G
3065,2689,10-10-2025,1.38,0,2,TRUE,5G
3066,3515,08-04-2025,2.77,71,24,FALSE,4G
3067,3138,10-09-2025,1.12,21,42,TRUE,4G
3068,3615,21-11-2025,2.12,20,47,TRUE,5G
3069,1529,12-09-2025,2.47,85,23,FALSE,4G
3070,845,01-08-2025,1.79,35,25,TRUE,4G
3071,5606,24-10-2025,0.91,113,2,FALSE,5G
3072,2370,27-01-2025,2.41,9,25,FALSE,5G
3073,3016,14-11-2025,1.38,47,17,FALSE,5G
3074,4373,28-05-2025,1.69,109,28,FALSE,4G
3075,4709,07-12-2024,2.92,47,30,TRUE,5G
3076,3620,24-05-2025,2.71,109,3,FALSE,5G
3077,4402,08-09-2025,1.86,89,41,TRUE,5G
3078,239,27-01-2025,1.16,17,17,FALSE,5G
3079,1367,26-11-2025,0.72,92,45,TRUE,5G
3080,3620,17-10-2025,1.18,67,37,TRUE,4G
3081,5624,25-05-2025,1.87,88,44,FALSE,4G
3082,1989,08-10-2025,2.09,19,31,TRUE,5G
3083,1307,20-04-2025,2.55,55,49,TRUE,5G
3084,4444,18-09-2025,0.67,12,18,FALSE,4G
3085,5477,07-02-2025,0.71,47,11,TRUE,5G
3086,4646,07-05-2025,0.22,25,15,TRUE,5G
3087,3810,20-06-2025,1.61,6,32,FALSE,4G
3088,5719,27-10-2025,1.24,72,45,FALSE,5G
3089,4513,08-06-2025,0.5,23,3,FALSE,4G
3090,3512,15-07-2025,0.81,9,48,FALSE,4G
3091,4582,11-02-2025,2.13,58,38,TRUE,4G
3092,2573,09-10-2025,1.74,36,45,TRUE,4G
3093,2849,27-02-2025,2.91,88,14,TRUE,5G
3094,2159,05-01-2025,1.54,33,24,FALSE,5G
3095,2529,23-10-2025,0.38,62,19,TRUE,5G
3096,2672,31-10-2025,2.58,98,10,TRUE,4G
3097,4253,21-09-2025,0.42,113,38,TRUE,5G
3098,3592,15-07-2025,0.59,112,26,TRUE,5G
3099,1233,10-10-2025,1.08,39,0,FALSE,4G
3100,5154,26-10-2025,0.7,110,10,TRUE,4G
3101,2581,22-01-2025,0.75,6,42,TRUE,5G
3102,1810,23-10-2025,1.06,9,18,TRUE,4G
3103,4220,26-09-2025,2.43,90,25,TRUE,5G
3104,5948,06-02-2025,1.52,85,29,TRUE,5G
3105,5867,26-07-2025,1.7,101,21,TRUE,4G
3106,4934,25-09-2025,1.01,61,5,TRUE,4G
3107,268,04-06-2025,2.14,6,31,FALSE,4G
3108,3824,20-03-2025,1.65,97,3,FALSE,5G
3109,4807,15-10-2025,0.26,29,36,TRUE,4G
3110,672,26-10-2025,2.74,38,35,TRUE,4G
3111,1767,08-12-2024,2.46,84,9,TRUE,5G
3112,4879,07-10-2025,0.73,59,3,FALSE,4G
3113,4325,07-03-2025,2.75,58,43,FALSE,5G
3114,4956,01-01-2025,1.65,34,16,FALSE,5G
3115,2439,14-01-2025,1.96,118,1,TRUE,5G
3116,2793,06-09-2025,1.12,5,28,FALSE,4G
3117,3380,27-04-2025,0.18,44,29,TRUE,5G
3118,2683,28-02-2025,1.91,34,18,TRUE,4G
3119,1855,28-08-2025,1.1,58,18,TRUE,5G
3120,4295,16-02-2025,2.32,28,20,FALSE,5G
3121,5508,03-03-2025,0.69,74,15,TRUE,4G
3122,5216,12-03-2025,0.81,52,45,TRUE,4G
3123,3874,28-03-2025,0.81,88,26,FALSE,5G
3124,1529,04-04-2025,2.27,6,28,TRUE,4G
3125,5184,11-03-2025,1.22,57,8,TRUE,5G
3126,3745,27-04-2025,2.85,20,21,FALSE,5G
3127,242,28-09-2025,0.37,98,31,FALSE,4G
3128,4932,12-04-2025,2.94,27,35,TRUE,4G
3129,2555,28-10-2025,0.16,46,9,FALSE,4G
3130,4841,24-11-2025,1.51,22,21,FALSE,4G
3131,4956,26-08-2025,2.73,114,34,FALSE,4G
3132,1627,27-08-2025,0.57,76,11,FALSE,4G
3133,3316,13-05-2025,0.29,116,26,FALSE,5G
3134,3356,25-03-2025,2.46,59,12,FALSE,4G
3135,1820,25-12-2024,1.79,26,36,FALSE,4G
3136,4804,11-10-2025,0.58,52,44,TRUE,5G
3137,962,06-11-2025,0.56,35,7,TRUE,4G
3138,3403,16-08-2025,1.03,74,24,FALSE,4G
3139,71,18-06-2025,2.56,102,37,TRUE,5G
3140,2111,03-04-2025,2.92,17,42,TRUE,5G
3141,1993,13-08-2025,2.9,10,5,FALSE,4G
3142,1955,23-05-2025,1.58,27,26,FALSE,4G
3143,4979,09-08-2025,2.59,3,4,FALSE,5G
3144,657,06-01-2025,2.65,52,34,TRUE,4G
3145,245,31-01-2025,1.57,90,42,FALSE,5G
3146,851,31-01-2025,1.88,13,40,TRUE,4G
3147,3208,10-12-2024,0.42,104,0,TRUE,5G
3148,4132,28-06-2025,0.89,70,5,TRUE,5G
3149,3795,15-02-2025,0.51,54,18,TRUE,5G
3150,5273,23-07-2025,1.03,97,8,TRUE,5G
3151,121,02-12-2024,2.77,51,39,FALSE,5G
3152,899,12-03-2025,1.99,55,33,TRUE,4G
3153,174,30-10-2025,2.4,45,8,TRUE,4G
3154,5668,25-11-2025,1.77,84,4,FALSE,5G
3155,3680,20-12-2024,1.64,15,46,TRUE,4G
3156,4642,30-04-2025,1.78,13,45,TRUE,5G
3157,4016,02-02-2025,1.43,17,27,FALSE,4G
3158,3807,04-12-2024,0.23,0,39,FALSE,4G
3159,3848,30-03-2025,2.79,90,46,FALSE,5G
3160,1826,13-07-2025,2.04,102,15,TRUE,4G
3161,1754,03-05-2025,1.32,105,24,TRUE,4G
3162,3496,26-11-2025,2.52,6,24,TRUE,5G
3163,2353,03-03-2025,2.88,85,35,TRUE,5G
3164,1302,21-03-2025,2.33,18,47,FALSE,5G
3165,2660,30-06-2025,1.09,99,8,TRUE,4G
3166,4009,21-11-2025,2.53,86,46,TRUE,5G
3167,39,02-07-2025,0.14,119,22,FALSE,4G
3168,2044,05-03-2025,2.72,94,0,FALSE,5G
3169,3603,10-10-2025,2.79,49,46,TRUE,5G
3170,430,09-03-2025,0.49,107,30,FALSE,4G
3171,4348,29-06-2025,0.32,100,5,FALSE,5G
3172,2044,20-10-2025,1.41,106,11,FALSE,5G
3173,5624,26-06-2025,1.41,15,33,TRUE,4G
3174,5813,26-07-2025,1.29,100,2,FALSE,4G
3175,276,06-09-2025,0.3,68,38,TRUE,5G
3176,2291,18-12-2024,2.28,84,7,FALSE,4G
3177,4113,14-06-2025,2.14,110,39,FALSE,5G
3178,1381,04-07-2025,1.16,25,42,FALSE,4G
3179,2452,07-08-2025,0.48,38,11,TRUE,5G
3180,2550,29-11-2024,0.72,34,7,FALSE,4G
3181,4514,16-02-2025,2.91,86,34,TRUE,4G
3182,685,21-05-2025,2.49,7,12,FALSE,4G
3183,3888,15-04-2025,0.29,61,10,FALSE,5G
3184,2939,27-07-2025,2.79,119,9,TRUE,4G
3185,505,21-03-2025,0.34,0,35,FALSE,4G
3186,4200,27-11-2024,1.12,34,15,FALSE,5G
3187,3038,16-04-2025,2.91,7,11,TRUE,4G
3188,3899,17-01-2025,1.04,49,43,FALSE,4G
3189,4107,25-06-2025,1.67,74,5,TRUE,5G
3190,1573,04-04-2025,2.15,113,36,FALSE,4G
3191,1621,12-01-2025,2.86,56,40,TRUE,4G
3192,3603,01-09-2025,1.68,30,38,TRUE,5G
3193,2055,11-06-2025,0.63,65,22,FALSE,4G
3194,2747,07-10-2025,2.11,12,26,FALSE,4G
3195,1716,23-06-2025,2.42,49,14,FALSE,4G
3196,5633,17-04-2025,0.23,35,46,FALSE,4G
3197,5038,22-06-2025,2.15,74,5,FALSE,4G
3198,1393,14-08-2025,2.48,64,42,TRUE,5G
3199,5485,19-09-2025,0.3,27,19,TRUE,5G
3200,4419,24-12-2024,2.41,109,19,TRUE,4G
3201,4940,22-04-2025,0.88,101,10,TRUE,5G
3202,2362,03-12-2024,0.42,58,35,FALSE,5G
3203,2336,05-11-2025,1.02,68,44,FALSE,5G
3204,1918,29-11-2024,1.01,74,27,FALSE,4G
3205,1260,11-09-2025,2.91,51,38,TRUE,5G
3206,5583,26-04-2025,0.91,24,22,FALSE,5G
3207,1579,23-06-2025,0.24,32,16,TRUE,4G
3208,2048,06-10-2025,2.86,9,42,FALSE,4G
3209,1806,23-11-2025,0.96,114,14,TRUE,5G
3210,2241,14-05-2025,1.37,21,48,TRUE,5G
3211,1594,29-12-2024,0.68,55,11,FALSE,4G
3212,2610,19-03-2025,0.86,83,0,FALSE,4G
3213,3618,11-06-2025,2.02,42,36,TRUE,4G
3214,4003,24-02-2025,0.79,46,31,FALSE,5G
3215,5379,17-05-2025,1.91,58,30,FALSE,5G
3216,2928,06-11-2025,2.61,78,23,TRUE,5G
3217,4165,23-12-2024,0.48,60,37,FALSE,4G
3218,1709,15-02-2025,1.59,90,24,TRUE,5G
3219,751,08-06-2025,1.39,112,7,FALSE,4G
3220,3274,21-11-2025,2.89,95,23,FALSE,4G
3221,1167,23-05-2025,0.39,82,40,FALSE,5G
3222,1206,28-06-2025,0.99,44,46,FALSE,4G
3223,2149,04-08-2025,1.05,116,12,TRUE,5G
3224,3296,06-01-2025,0.56,107,49,FALSE,5G
3225,2463,23-05-2025,1.76,100,27,TRUE,5G
3226,1112,08-06-2025,1.64,23,22,FALSE,5G
3227,930,06-06-2025,2.44,6,0,TRUE,5G
3228,1285,02-07-2025,2.5,30,3,FALSE,4G
3229,4400,14-03-2025,1.63,55,4,FALSE,5G
3230,74,27-10-2025,0.22,104,9,TRUE,4G
3231,4809,26-08-2025,2.93,66,41,FALSE,5G
3232,3933,16-07-2025,1.23,16,46,FALSE,4G
3233,5917,10-02-2025,0.17,118,26,FALSE,5G
3234,2554,10-04-2025,0.53,64,23,FALSE,5G
3235,5150,26-02-2025,1.55,54,44,FALSE,5G
3236,4879,21-09-2025,1.82,12,44,TRUE,5G
3237,1829,25-11-2025,0.75,69,49,FALSE,5G
3238,3404,17-04-2025,0.44,94,6,FALSE,5G
3239,5866,23-11-2025,2.63,24,47,TRUE,4G
3240,2217,19-04-2025,0.86,61,19,TRUE,5G
3241,4705,12-09-2025,2.85,38,41,FALSE,4G
3242,59,02-01-2025,2.82,18,33,FALSE,5G
3243,5159,10-04-2025,1.95,89,4,TRUE,5G
3244,723,18-09-2025,2.06,29,14,FALSE,5G
3245,4555,24-09-2025,0.16,35,30,FALSE,4G
3246,3682,28-06-2025,0.96,22,18,FALSE,4G
3247,1281,01-06-2025,2.02,109,24,TRUE,4G
3248,2556,01-12-2024,0.98,23,31,FALSE,5G
3249,139,26-01-2025,2.58,69,25,FALSE,5G
3250,1653,20-11-2025,0.9,96,13,TRUE,4G
3251,347,11-09-2025,1.74,30,17,FALSE,5G
3252,5850,22-11-2025,0.77,119,33,TRUE,4G
3253,101,21-03-2025,0.68,87,11,FALSE,4G
3254,1645,02-09-2025,0.46,19,6,TRUE,5G
3255,3107,15-11-2025,2.27,82,13,FALSE,4G
3256,5435,26-09-2025,2.74,101,13,FALSE,5G
3257,68,13-04-2025,0.45,8,44,FALSE,4G
3258,716,04-12-2024,2.84,19,36,FALSE,5G
3259,1978,26-07-2025,0.3,19,11,TRUE,5G
3260,3651,11-10-2025,2.22,66,44,TRUE,4G
3261,4200,23-01-2025,0.16,2,45,TRUE,5G
3262,1663,14-04-2025,0.92,116,34,FALSE,4G
3263,1168,20-05-2025,0.74,13,39,TRUE,4G
3264,2305,28-07-2025,1.91,67,38,FALSE,4G
3265,2865,14-01-2025,0.13,107,10,TRUE,4G
3266,3707,26-02-2025,0.22,30,28,FALSE,4G
3267,4642,02-01-2025,1.88,97,37,FALSE,5G
3268,626,09-03-2025,0.41,28,1,TRUE,4G
3269,3392,04-04-2025,2.2,47,6,FALSE,4G
3270,3743,08-04-2025,2.31,89,41,FALSE,4G
3271,2105,13-12-2024,0.48,59,4,TRUE,4G
3272,177,07-03-2025,0.81,100,49,TRUE,5G
3273,5053,06-11-2025,0.96,20,43,FALSE,5G
3274,4198,22-12-2024,0.44,62,12,TRUE,4G
3275,4250,12-09-2025,0.96,88,19,TRUE,4G
3276,2139,12-10-2025,0.31,59,23,FALSE,4G
3277,5878,19-09-2025,2.56,77,37,TRUE,4G
3278,1710,27-11-2024,2.85,86,7,TRUE,4G
3279,2342,14-08-2025,2.76,3,24,FALSE,4G
3280,3199,01-01-2025,0.18,42,20,FALSE,5G
3281,1007,24-02-2025,0.35,7,38,FALSE,5G
3282,3711,25-02-2025,0.49,45,13,FALSE,4G
3283,2933,02-02-2025,0.52,51,11,FALSE,5G
3284,1734,22-01-2025,2.31,93,0,TRUE,5G
3285,2670,02-11-2025,2.59,5,48,FALSE,4G
3286,5736,13-05-2025,1.45,24,47,TRUE,5G
3287,1207,30-11-2024,2.25,25,9,TRUE,5G
3288,5690,01-05-2025,2.88,51,15,FALSE,4G
3289,2482,23-02-2025,2.75,113,46,FALSE,5G
3290,1351,29-05-2025,2.23,23,5,TRUE,4G
3291,618,17-05-2025,2.98,92,48,FALSE,4G
3292,4497,30-06-2025,0.36,74,44,TRUE,4G
3293,2684,22-10-2025,2.05,46,39,TRUE,4G
3294,4080,01-12-2024,1.72,81,17,FALSE,4G
3295,4726,26-08-2025,2.99,96,15,FALSE,4G
3296,492,10-09-2025,0.21,31,23,FALSE,5G
3297,5480,04-02-2025,0.98,100,5,TRUE,5G
3298,630,22-10-2025,1.48,6,28,TRUE,4G
3299,3893,14-03-2025,2.91,17,5,FALSE,5G
3300,808,22-10-2025,0.25,56,17,TRUE,5G
3301,5160,11-11-2025,0.59,0,14,TRUE,5G
3302,4448,11-02-2025,0.7,45,19,FALSE,4G
3303,942,28-08-2025,2.65,9,28,FALSE,4G
3304,4673,20-08-2025,0.69,73,6,FALSE,5G
3305,4896,08-03-2025,1.57,10,23,TRUE,5G
3306,1462,08-07-2025,0.57,47,23,TRUE,5G
3307,208,19-11-2025,0.68,75,1,TRUE,5G
3308,71,02-07-2025,0.7,65,30,FALSE,5G
3309,2071,05-07-2025,0.12,40,45,FALSE,5G
3310,2253,06-01-2025,1.13,1,33,FALSE,4G
3311,851,11-08-2025,2.11,6,20,TRUE,5G
3312,2600,19-11-2025,1.64,37,32,TRUE,4G
3313,5723,08-08-2025,1.74,15,29,TRUE,5G
3314,5621,20-11-2025,0.59,67,29,FALSE,5G
3315,101,22-06-2025,1.71,1,26,FALSE,4G
3316,3722,01-03-2025,0.35,66,16,TRUE,5G
3317,5510,10-10-2025,0.51,19,35,TRUE,5G
3318,1240,23-06-2025,0.11,50,28,FALSE,5G
3319,2898,12-05-2025,1.3,8,29,FALSE,4G
3320,3781,27-08-2025,0.36,53,33,FALSE,5G
3321,3678,16-07-2025,2.25,54,33,TRUE,5G
3322,554,04-07-2025,2.1,42,11,TRUE,4G
3323,1764,10-06-2025,0.65,40,19,TRUE,4G
3324,960,04-09-2025,0.67,108,26,FALSE,5G
3325,1311,09-05-2025,2.2,80,9,TRUE,5G
3326,3494,23-08-2025,1.84,8,25,FALSE,5G
3327,5225,22-11-2025,0.92,95,18,TRUE,5G
3328,4808,05-09-2025,2.96,44,5,FALSE,4G
3329,5340,03-06-2025,0.99,47,29,FALSE,4G
3330,3679,02-03-2025,0.97,96,47,FALSE,5G
3331,1587,18-02-2025,1.09,18,4,FALSE,5G
3332,1410,08-08-2025,2.65,55,39,FALSE,5G
3333,5562,20-01-2025,2,98,28,FALSE,5G
3334,3361,13-06-2025,0.83,91,34,FALSE,5G
3335,3944,18-06-2025,2.46,113,19,FALSE,5G
3336,3777,30-04-2025,0.33,119,5,FALSE,4G
3337,3703,20-01-2025,1.41,81,11,FALSE,5G
3338,3167,03-10-2025,0.35,41,46,TRUE,5G
3339,4085,12-04-2025,1.97,49,34,FALSE,5G
3340,4475,01-08-2025,1.8,106,44,TRUE,5G
3341,5445,24-08-2025,2.7,113,5,TRUE,4G
3342,3929,17-08-2025,2.11,77,43,FALSE,4G
3343,3858,23-12-2024,2.32,16,46,TRUE,4G
3344,4199,10-08-2025,2.62,33,11,FALSE,5G
3345,3388,15-04-2025,0.88,45,0,TRUE,4G
3346,2624,26-01-2025,2.43,68,19,TRUE,4G
3347,1926,18-08-2025,0.79,59,9,FALSE,4G
3348,2105,12-02-2025,1.19,13,6,FALSE,5G
3349,3973,09-12-2024,0.44,23,42,TRUE,5G
3350,4038,08-04-2025,1.3,33,30,TRUE,5G
3351,5088,23-11-2025,0.89,79,4,TRUE,5G
3352,4883,06-08-2025,0.17,105,40,TRUE,5G
3353,238,04-01-2025,1.79,63,46,FALSE,5G
3354,1434,21-03-2025,1,45,35,TRUE,4G
3355,5155,14-10-2025,2.68,37,9,TRUE,4G
3356,5529,07-05-2025,2.73,46,27,TRUE,4G
3357,5773,16-02-2025,1.94,116,33,FALSE,4G
3358,2376,06-10-2025,0.22,51,45,FALSE,5G
3359,2949,23-03-2025,1.04,86,1,FALSE,5G
3360,2436,30-01-2025,2.09,81,25,TRUE,5G
3361,299,10-03-2025,2.35,95,31,FALSE,5G
3362,5732,05-02-2025,1.03,1,7,TRUE,5G
3363,3414,14-07-2025,0.88,53,42,TRUE,5G
3364,5657,19-12-2024,0.56,102,35,TRUE,4G
3365,293,20-08-2025,1.78,42,46,TRUE,4G
3366,427,29-12-2024,0.59,20,37,TRUE,4G
3367,5997,02-12-2024,2.68,108,12,FALSE,4G
3368,4517,19-07-2025,1.46,7,19,TRUE,4G
3369,3417,13-01-2025,0.55,18,13,FALSE,4G
3370,1520,11-06-2025,0.89,0,12,TRUE,5G
3371,3462,18-05-2025,1.9,67,42,FALSE,5G
3372,595,04-06-2025,2.55,70,19,FALSE,5G
3373,2977,01-09-2025,0.33,52,5,TRUE,4G
3374,2117,12-11-2025,0.38,97,14,FALSE,5G
3375,4908,10-10-2025,0.44,56,25,FALSE,5G
3376,4104,07-05-2025,1.31,62,10,TRUE,4G
3377,807,10-01-2025,2.58,104,3,FALSE,5G
3378,528,13-10-2025,0.36,100,26,TRUE,5G
3379,5663,02-10-2025,0.76,7,42,TRUE,5G
3380,2363,14-10-2025,1.89,3,0,TRUE,5G
3381,3830,11-08-2025,0.35,45,42,FALSE,5G
3382,1355,14-08-2025,1.12,74,19,FALSE,4G
3383,5038,03-03-2025,2.09,4,36,TRUE,4G
3384,3553,11-02-2025,1.12,116,34,FALSE,4G
3385,686,23-12-2024,2.96,100,8,FALSE,4G
3386,5171,07-06-2025,2.23,107,8,TRUE,5G
3387,646,09-07-2025,2.9,110,31,FALSE,5G
3388,2066,16-07-2025,1.93,77,11,TRUE,5G
3389,752,22-07-2025,0.29,113,14,FALSE,4G
3390,502,17-01-2025,1.67,51,38,FALSE,4G
3391,5725,19-12-2024,1.15,61,48,TRUE,4G
3392,3681,19-10-2025,1.88,119,6,FALSE,4G
3393,2725,11-02-2025,1.21,82,24,TRUE,4G
3394,3912,26-10-2025,2.57,3,36,FALSE,5G
3395,3976,25-08-2025,1.19,62,15,TRUE,5G
3396,2250,11-01-2025,0.6,57,1,TRUE,4G
3397,3343,09-04-2025,0.26,54,8,TRUE,4G
3398,4920,23-01-2025,0.59,2,10,TRUE,4G
3399,3905,21-08-2025,1.18,16,6,TRUE,4G
3400,672,20-02-2025,1.57,42,8,TRUE,4G
3401,1367,02-09-2025,0.5,1,29,FALSE,5G
3402,5911,17-07-2025,0.9,112,43,TRUE,4G
3403,2022,20-07-2025,2.53,55,23,TRUE,4G
3404,3719,21-06-2025,1.54,40,21,FALSE,5G
3405,5121,06-05-2025,1.73,76,18,FALSE,5G
3406,741,22-07-2025,1.18,81,1,FALSE,5G
3407,5833,02-04-2025,0.68,57,26,TRUE,5G
3408,4115,31-10-2025,0.79,85,36,TRUE,5G
3409,111,16-01-2025,0.85,27,39,TRUE,5G
3410,3831,07-02-2025,0.87,39,7,FALSE,4G
3411,4115,11-08-2025,2.28,14,34,FALSE,5G
3412,4255,20-10-2025,1.04,62,8,TRUE,4G
3413,2325,28-06-2025,0.6,95,47,TRUE,4G
3414,4812,10-02-2025,2.8,12,43,TRUE,5G
3415,5605,09-03-2025,1.83,28,23,TRUE,4G
3416,1364,26-10-2025,1.5,111,45,TRUE,4G
3417,1401,27-06-2025,1.4,96,14,TRUE,4G
3418,100,06-02-2025,1.13,67,37,TRUE,5G
3419,3629,23-07-2025,0.34,56,3,FALSE,5G
3420,5968,23-04-2025,2.87,20,41,TRUE,4G
3421,4770,19-05-2025,1.18,12,7,FALSE,5G
3422,1936,05-02-2025,2.55,53,21,TRUE,5G
3423,3688,29-01-2025,0.58,15,33,TRUE,4G
3424,158,04-06-2025,0.21,3,11,TRUE,4G
3425,4233,23-10-2025,2.04,62,34,TRUE,4G
3426,5094,23-02-2025,2.4,52,12,TRUE,5G
3427,1669,09-09-2025,2.22,47,6,TRUE,4G
3428,5715,04-10-2025,2.85,75,33,TRUE,4G
3429,5727,15-05-2025,0.72,31,18,FALSE,4G
3430,3352,31-12-2024,0.32,106,10,FALSE,5G
3431,1129,09-04-2025,0.85,22,26,FALSE,4G
3432,1311,25-10-2025,0.47,0,43,TRUE,4G
3433,2346,01-02-2025,2.69,69,35,TRUE,5G
3434,524,25-11-2025,1.35,101,3,FALSE,4G
3435,4959,27-03-2025,2.69,27,36,FALSE,4G
3436,1543,03-07-2025,2.59,97,17,FALSE,4G
3437,5243,28-07-2025,1.74,44,8,FALSE,5G
3438,4455,11-09-2025,0.52,12,16,FALSE,5G
3439,2110,08-09-2025,0.5,78,11,TRUE,4G
3440,2685,24-02-2025,2.25,68,38,FALSE,5G
3441,5676,30-09-2025,2.44,106,17,TRUE,4G
3442,4984,13-11-2025,2.49,88,40,FALSE,4G
3443,4721,20-03-2025,1.13,58,43,TRUE,4G
3444,2410,26-10-2025,1.17,84,21,TRUE,4G
3445,2383,17-09-2025,2.63,88,43,FALSE,4G
3446,2519,02-03-2025,1.48,27,32,TRUE,4G
3447,4543,16-12-2024,0.8,69,38,FALSE,5G
3448,3145,25-07-2025,2.79,119,22,FALSE,4G
3449,4251,09-06-2025,1.06,92,24,FALSE,4G
3450,4332,31-12-2024,0.4,112,25,FALSE,5G
3451,4339,22-03-2025,1.83,26,31,TRUE,5G
3452,1539,19-03-2025,2.35,80,9,TRUE,4G
3453,231,08-09-2025,2.98,50,47,FALSE,5G
3454,1377,19-07-2025,1.02,78,21,TRUE,5G
3455,3229,09-07-2025,1.73,101,0,FALSE,5G
3456,1470,28-04-2025,1.96,72,38,TRUE,4G
3457,4903,27-12-2024,0.18,35,26,FALSE,5G
3458,2427,14-10-2025,2.63,66,25,TRUE,4G
3459,591,09-06-2025,2.55,68,20,FALSE,4G
3460,2624,17-12-2024,2.31,108,25,FALSE,4G
3461,5054,15-07-2025,2.05,14,2,FALSE,5G
3462,5877,06-05-2025,1.41,89,8,FALSE,5G
3463,529,20-02-2025,0.31,45,43,FALSE,4G
3464,257,01-03-2025,2.3,92,19,TRUE,5G
3465,3838,01-06-2025,1.23,67,14,TRUE,5G
3466,5539,27-01-2025,0.69,72,42,TRUE,4G
3467,1742,15-10-2025,0.77,41,41,FALSE,5G
3468,2207,09-11-2025,0.31,39,15,TRUE,4G
3469,3204,24-07-2025,1.87,91,15,FALSE,4G
3470,4471,03-02-2025,1.69,59,12,FALSE,5G
3471,2294,16-11-2025,1.25,75,47,TRUE,5G
3472,1832,30-10-2025,2.58,15,4,TRUE,4G
3473,2517,23-03-2025,1.62,90,38,FALSE,4G
3474,3516,14-02-2025,0.83,33,7,FALSE,4G
3475,1292,25-06-2025,0.16,61,16,TRUE,4G
3476,441,24-11-2025,0.73,101,39,FALSE,4G
3477,1294,03-12-2024,2.41,64,13,FALSE,5G
3478,5246,04-09-2025,0.64,57,5,TRUE,5G
3479,3580,29-09-2025,2.51,50,7,FALSE,5G
3480,1671,25-07-2025,0.11,17,34,TRUE,4G
3481,3494,07-12-2024,2.75,6,35,TRUE,4G
3482,4947,29-08-2025,1.57,105,26,TRUE,5G
3483,3409,15-10-2025,2.97,67,8,TRUE,4G
3484,208,05-11-2025,2.99,5,48,FALSE,4G
3485,802,29-08-2025,0.41,73,29,TRUE,5G
3486,3362,01-06-2025,2.39,52,47,FALSE,5G
3487,5501,31-05-2025,0.33,27,10,FALSE,5G
3488,1642,25-11-2025,2.44,91,35,FALSE,5G
3489,5780,11-02-2025,2.93,96,49,TRUE,4G
3490,2696,06-01-2025,0.93,70,32,TRUE,4G
3491,3206,09-04-2025,0.84,45,43,TRUE,5G
3492,3527,27-03-2025,2.36,7,1,TRUE,5G
