complaint_id,customer_id,complaint_date,category,description,status,priority,agent
2861,1073,30-03-2024,Other,Sample complaint description,In Progress,High,Kimberly
2862,5200,06-02-2024,Other,Sample complaint description,Closed,Low,Kenneth
2863,3956,01-12-2024,Billing Issue,Sample complaint description,In Progress,Medium,Robert
2864,813,28-07-2024,Network Issue,Sample complaint description,In Progress,Low,Rachel
2865,625,29-09-2025,Billing Issue,Sample complaint description,Closed,High,Christopher
2866,4332,09-02-2025,SIM Issue,Sample complaint description,Open,High,Matthew
2867,5230,31-01-2024,Other,Sample complaint description,Closed,Medium,Abigail
2868,1417,30-12-2023,Billing Issue,Sample complaint description,In Progress,Medium,Rebecca
2869,574,24-05-2025,SIM Issue,Sample complaint description,Open,Medium,Steven
2870,1895,09-09-2024,Other,Sample complaint description,Closed,High,Robert
2871,34,15-10-2024,Billing Issue,Sample complaint description,In Progress,High,Brianna
2872,750,06-10-2024,Billing Issue,Sample complaint description,Closed,Low,Darrell
2873,5170,29-01-2025,Other,Sample complaint description,In Progress,Medium,Aaron
2874,3931,05-11-2025,Network Issue,Sample complaint description,Closed,High,Mark
2875,2384,22-06-2024,Other,Sample complaint description,In Progress,Medium,Robert
2876,5736,15-04-2025,SIM Issue,Sample complaint description,Open,High,Austin
2877,2710,18-04-2024,Other,Sample complaint description,Closed,Low,David
2878,3120,16-09-2025,Billing Issue,Sample complaint description,Open,Medium,Keith
2879,1053,22-05-2025,Other,Sample complaint description,In Progress,Medium,Raymond
2880,203,24-05-2024,Billing Issue,Sample complaint description,In Progress,Low,Alexander
2881,1555,12-02-2025,SIM Issue,Sample complaint description,In Progress,Low,Gabrielle
2882,670,05-03-2024,Billing Issue,Sample complaint description,In Progress,Medium,Steven
2883,2209,22-06-2024,Other,Sample complaint description,In Progress,High,Bethany
2884,2860,08-09-2025,Billing Issue,Sample complaint description,In Progress,Medium,Denise
2885,5183,06-11-2025,Network Issue,Sample complaint description,Closed,High,Jason
2886,3097,23-07-2024,Other,Sample complaint description,Open,Low,Paul
2887,2065,18-08-2024,Other,Sample complaint description,In Progress,Medium,Jennifer
2888,2873,05-08-2025,Other,Sample complaint description,In Progress,High,Jamie
2889,1959,10-06-2025,Other,Sample complaint description,Closed,High,Jason
2890,1798,12-07-2024,Other,Sample complaint description,Open,Low,Renee
2891,921,15-11-2024,SIM Issue,Sample complaint description,Open,Low,Arthur
2892,2807,02-05-2024,SIM Issue,Sample complaint description,In Progress,High,Robin
2893,1670,17-04-2025,SIM Issue,Sample complaint description,In Progress,High,Jennifer
2894,108,14-01-2025,SIM Issue,Sample complaint description,In Progress,Medium,Brian
2895,3115,19-06-2025,SIM Issue,Sample complaint description,In Progress,Low,Ian
2896,1960,08-08-2024,SIM Issue,Sample complaint description,Closed,Medium,Jeremy
2897,4320,17-09-2024,Network Issue,Sample complaint description,In Progress,High,Penny
2898,5510,01-07-2025,Network Issue,Sample complaint description,In Progress,Low,Rebecca
2899,4508,15-08-2025,SIM Issue,Sample complaint description,Closed,Medium,Brian
2900,3651,12-11-2025,Other,Sample complaint description,Closed,High,Megan
2901,1014,10-08-2024,SIM Issue,Sample complaint description,Closed,Medium,Morgan
2902,3087,28-01-2024,Billing Issue,Sample complaint description,Open,Medium,Dawn
2903,2053,04-03-2024,SIM Issue,Sample complaint description,Closed,High,Thomas
2904,2999,26-08-2024,SIM Issue,Sample complaint description,Closed,Low,Martha
2905,4096,26-09-2024,Other,Sample complaint description,Closed,Medium,Stanley
2906,4448,23-10-2024,Other,Sample complaint description,Open,Medium,Courtney
2907,4553,17-03-2024,SIM Issue,Sample complaint description,In Progress,High,Jeffrey
2908,1427,14-11-2024,Network Issue,Sample complaint description,In Progress,High,Michael
2909,3769,22-03-2024,Other,Sample complaint description,Closed,Low,Allison
2910,5176,30-12-2023,Other,Sample complaint description,In Progress,Medium,Dawn
2911,1002,19-10-2025,SIM Issue,Sample complaint description,In Progress,Medium,Tommy
2912,2374,30-05-2025,Other,Sample complaint description,Open,High,Victoria
2913,771,18-02-2024,Billing Issue,Sample complaint description,Closed,Low,Kristin
2914,450,06-08-2025,SIM Issue,Sample complaint description,Closed,High,Mary
2915,380,16-07-2024,SIM Issue,Sample complaint description,Closed,Medium,Lonnie
2916,3372,26-08-2025,Network Issue,Sample complaint description,Open,Medium,Tracy
2917,2084,20-03-2025,Other,Sample complaint description,In Progress,Medium,Mary
2918,4535,28-11-2024,Billing Issue,Sample complaint description,Open,High,Brittney
2919,5546,25-06-2025,SIM Issue,Sample complaint description,Open,Low,Megan
2920,794,06-07-2024,SIM Issue,Sample complaint description,Open,High,Chad
2921,1381,11-12-2024,Billing Issue,Sample complaint description,Closed,High,Margaret
2922,135,25-07-2024,Other,Sample complaint description,In Progress,Medium,Yolanda
2923,3212,31-01-2025,Billing Issue,Sample complaint description,Open,Low,Jennifer
2924,5430,06-05-2024,Network Issue,Sample complaint description,Open,Medium,Nathaniel
2925,3873,24-01-2025,Other,Sample complaint description,Closed,High,Austin
2926,3505,25-05-2025,Billing Issue,Sample complaint description,In Progress,High,Brian
2927,2245,03-05-2024,SIM Issue,Sample complaint description,Open,Medium,Nicole
2928,3366,24-10-2024,Other,Sample complaint description,In Progress,High,Anthony
2929,184,21-11-2024,Billing Issue,Sample complaint description,In Progress,High,Mathew
2930,5297,29-01-2025,Other,Sample complaint description,Closed,Low,Barbara
2931,3815,08-09-2025,Network Issue,Sample complaint description,In Progress,High,Andrea
2932,3593,22-06-2024,Billing Issue,Sample complaint description,Closed,Low,Debbie
2933,2334,06-10-2024,Network Issue,Sample complaint description,In Progress,Medium,Carla
2934,43,26-11-2024,Billing Issue,Sample complaint description,Open,Low,William
2935,5422,03-06-2025,Billing Issue,Sample complaint description,In Progress,Medium,Vanessa
2936,776,25-12-2024,Billing Issue,Sample complaint description,Open,High,James
2937,3247,15-03-2024,Network Issue,Sample complaint description,Closed,High,Mark
2938,1646,24-11-2024,Other,Sample complaint description,Open,Low,Mallory
2939,4091,24-09-2024,SIM Issue,Sample complaint description,Open,Low,Richard
2940,5982,29-12-2024,Billing Issue,Sample complaint description,Open,Low,Rebecca
2941,5599,21-10-2025,SIM Issue,Sample complaint description,Closed,Low,Ronald
2942,2443,19-11-2025,SIM Issue,Sample complaint description,Open,Medium,Jill
2943,148,20-04-2024,Billing Issue,Sample complaint description,In Progress,Medium,Larry
2944,109,03-12-2024,SIM Issue,Sample complaint description,Open,Low,Caroline
2945,1922,15-12-2024,SIM Issue,Sample complaint description,Open,High,Lauren
2946,3296,07-05-2024,Billing Issue,Sample complaint description,Open,Low,Jennifer
2947,3424,26-02-2024,Other,Sample complaint description,In Progress,High,Anna
2948,4456,04-11-2024,Other,Sample complaint description,Open,Low,Emily
2949,4449,14-07-2025,SIM Issue,Sample complaint description,Open,Low,Jay
2950,869,24-01-2024,Network Issue,Sample complaint description,Closed,Low,Andre
2951,5627,11-05-2025,Billing Issue,Sample complaint description,In Progress,Medium,David
2952,4365,23-06-2025,Network Issue,Sample complaint description,Open,Medium,Christopher
2953,2498,26-10-2025,Billing Issue,Sample complaint description,Open,Low,Andrew
2954,1347,30-08-2024,SIM Issue,Sample complaint description,In Progress,Medium,Charles
2955,468,08-12-2023,SIM Issue,Sample complaint description,Closed,Low,Robert
2956,5579,22-09-2025,Other,Sample complaint description,In Progress,High,Nicholas
2957,5928,21-08-2024,SIM Issue,Sample complaint description,Closed,Medium,Gabriel
2958,1087,08-01-2025,Billing Issue,Sample complaint description,In Progress,Low,Heather
2959,5789,01-06-2024,Billing Issue,Sample complaint description,Open,Low,Scott
2960,2863,03-03-2025,Network Issue,Sample complaint description,Open,Medium,Robert
2961,2450,25-03-2024,Other,Sample complaint description,Open,Medium,Tiffany
2962,555,21-03-2024,Network Issue,Sample complaint description,In Progress,High,Trevor
2963,5318,12-09-2025,Billing Issue,Sample complaint description,Open,High,Robert
2964,3430,18-12-2023,SIM Issue,Sample complaint description,In Progress,Low,Amy
2965,1459,26-01-2025,Billing Issue,Sample complaint description,Closed,Medium,Leslie
2966,401,14-05-2025,SIM Issue,Sample complaint description,Closed,Medium,Todd
2967,1145,24-09-2025,Other,Sample complaint description,Open,Low,Grace
2968,3342,25-02-2024,Billing Issue,Sample complaint description,In Progress,Medium,Tonya
2969,5561,27-02-2025,Billing Issue,Sample complaint description,In Progress,Low,Jennifer
2970,2445,14-12-2023,Other,Sample complaint description,In Progress,Low,Carlos
2971,2242,09-03-2025,Other,Sample complaint description,Open,High,Kenneth
2972,1399,17-02-2025,SIM Issue,Sample complaint description,In Progress,Medium,Christopher
2973,4826,11-07-2024,SIM Issue,Sample complaint description,In Progress,Low,Travis
2974,2585,15-09-2025,SIM Issue,Sample complaint description,Closed,Medium,Olivia
2975,3275,04-06-2024,Network Issue,Sample complaint description,Open,Low,Amanda
2976,2855,04-01-2024,Billing Issue,Sample complaint description,In Progress,Medium,Kimberly
2977,900,10-09-2025,Network Issue,Sample complaint description,In Progress,Medium,Patrick
2978,5997,26-06-2024,SIM Issue,Sample complaint description,Closed,High,Stacey
2979,5258,19-11-2025,Network Issue,Sample complaint description,Closed,Low,Juan
2980,5687,18-08-2025,Billing Issue,Sample complaint description,Closed,Low,Leonard
2981,1610,02-11-2024,Network Issue,Sample complaint description,In Progress,Low,Denise
2982,5557,20-05-2024,Network Issue,Sample complaint description,In Progress,High,Walter
2983,2545,14-01-2024,Network Issue,Sample complaint description,In Progress,Low,Cynthia
2984,2801,17-08-2024,Other,Sample complaint description,Open,Low,Keith
2985,2641,24-10-2024,Billing Issue,Sample complaint description,Open,Low,Bryan
2986,2680,18-08-2025,Network Issue,Sample complaint description,In Progress,Low,Elizabeth
2987,2080,25-04-2024,Billing Issue,Sample complaint description,Closed,Medium,James
2988,788,11-10-2024,Network Issue,Sample complaint description,Closed,Low,John
2989,819,07-07-2025,Billing Issue,Sample complaint description,Closed,Medium,Angel
2990,401,14-03-2025,Network Issue,Sample complaint description,Open,Medium,Kimberly
2991,5528,19-12-2023,SIM Issue,Sample complaint description,Open,High,Bobby
2992,4702,27-10-2025,Billing Issue,Sample complaint description,In Progress,Low,Elaine
2993,886,02-01-2025,Network Issue,Sample complaint description,Closed,Medium,Harold
2994,3257,12-01-2024,SIM Issue,Sample complaint description,Closed,Medium,Daniel
2995,1589,09-09-2024,Billing Issue,Sample complaint description,In Progress,Medium,Logan
2996,2490,24-01-2025,Network Issue,Sample complaint description,In Progress,Medium,Linda
2997,3690,06-02-2025,Other,Sample complaint description,In Progress,Low,Richard
2998,1569,14-05-2025,Other,Sample complaint description,Open,Medium,Brittany
2999,1980,13-05-2025,Other,Sample complaint description,Open,Low,Carol
3000,3088,22-02-2024,Network Issue,Sample complaint description,Closed,High,Robert
3001,5903,16-04-2024,SIM Issue,Sample complaint description,Closed,Medium,James
3002,5565,17-07-2024,Other,Sample complaint description,Open,High,Austin
3003,4138,19-08-2024,Network Issue,Sample complaint description,Closed,Low,Frank
3004,806,09-09-2025,SIM Issue,Sample complaint description,Open,Medium,Anthony
3005,1811,31-12-2023,SIM Issue,Sample complaint description,Open,Low,John
3006,2042,06-10-2025,SIM Issue,Sample complaint description,Open,High,Jeffery
3007,2806,23-08-2025,SIM Issue,Sample complaint description,Open,High,Kelly
3008,4152,08-02-2025,Other,Sample complaint description,Closed,Low,Thomas
3009,5134,01-03-2025,Network Issue,Sample complaint description,Open,Medium,John
3010,3299,09-03-2024,Network Issue,Sample complaint description,Closed,High,Tiffany
3011,4266,01-02-2024,Billing Issue,Sample complaint description,In Progress,Low,Isaac
3012,3242,18-07-2024,Billing Issue,Sample complaint description,Open,High,Rodney
3013,5453,13-09-2025,SIM Issue,Sample complaint description,Closed,Low,Travis
3014,843,03-02-2025,Billing Issue,Sample complaint description,Open,Medium,Alexander
3015,2783,18-11-2025,Billing Issue,Sample complaint description,Open,Medium,Tanya
3016,5433,01-06-2024,Billing Issue,Sample complaint description,Closed,Medium,Shelby
3017,1085,14-08-2024,SIM Issue,Sample complaint description,Closed,Medium,David
3018,5742,03-12-2023,Billing Issue,Sample complaint description,Closed,Low,Scott
3019,4792,16-12-2024,Billing Issue,Sample complaint description,Closed,High,Raymond
3020,5941,03-02-2025,Billing Issue,Sample complaint description,Open,High,John
3021,89,01-12-2023,Billing Issue,Sample complaint description,In Progress,Medium,Robert
3022,954,10-08-2025,SIM Issue,Sample complaint description,Open,Medium,Jennifer
3023,5690,25-10-2025,Billing Issue,Sample complaint description,Open,Medium,David
3024,996,15-09-2024,Billing Issue,Sample complaint description,In Progress,Medium,Michelle
3025,4978,20-01-2025,Network Issue,Sample complaint description,Closed,Low,Nancy
3026,1350,29-08-2024,Network Issue,Sample complaint description,In Progress,Low,Jennifer
3027,3140,13-04-2024,Network Issue,Sample complaint description,Closed,Medium,Christy
3028,5896,28-10-2025,Network Issue,Sample complaint description,Open,High,Claire
3029,737,09-12-2023,Billing Issue,Sample complaint description,Open,Medium,Sherry
3030,2042,29-01-2025,Other,Sample complaint description,In Progress,Low,Zachary
3031,1935,23-07-2024,Other,Sample complaint description,In Progress,Low,John
3032,2971,23-07-2025,SIM Issue,Sample complaint description,Open,High,Samuel
3033,943,30-10-2024,Network Issue,Sample complaint description,Open,Low,Sarah
3034,5331,13-11-2024,Billing Issue,Sample complaint description,In Progress,Medium,Michelle
3035,1463,25-01-2024,SIM Issue,Sample complaint description,In Progress,High,Jamie
3036,3800,06-03-2025,Network Issue,Sample complaint description,Open,Low,Mark
3037,2643,11-08-2025,Network Issue,Sample complaint description,In Progress,Medium,Fred
3038,3459,30-01-2025,Other,Sample complaint description,Closed,Low,Clinton
3039,4197,15-04-2024,SIM Issue,Sample complaint description,Closed,Medium,Rebecca
3040,1687,27-05-2025,Network Issue,Sample complaint description,In Progress,Low,Mary
3041,2951,18-11-2025,Other,Sample complaint description,Closed,Medium,David
3042,2078,26-08-2024,Network Issue,Sample complaint description,Closed,Medium,Mary
3043,2803,18-09-2025,Billing Issue,Sample complaint description,In Progress,Medium,Michael
3044,424,28-10-2025,Billing Issue,Sample complaint description,Closed,Medium,Janice
3045,2370,04-11-2024,Billing Issue,Sample complaint description,Open,Low,Angela
3046,38,03-04-2025,Billing Issue,Sample complaint description,Open,Low,Stephanie
3047,4550,04-05-2024,Billing Issue,Sample complaint description,Open,Medium,Robin
3048,5368,08-03-2024,SIM Issue,Sample complaint description,In Progress,Low,Donald
3049,2469,07-07-2025,Network Issue,Sample complaint description,Open,Medium,David
3050,188,02-12-2024,Other,Sample complaint description,Closed,High,Cynthia
3051,2877,21-08-2024,Billing Issue,Sample complaint description,Closed,High,Olivia
3052,2152,25-08-2024,Network Issue,Sample complaint description,In Progress,Medium,George
3053,5898,22-11-2025,SIM Issue,Sample complaint description,In Progress,Low,Sharon
3054,1511,06-07-2025,SIM Issue,Sample complaint description,In Progress,Low,Leslie
3055,4858,18-07-2024,Network Issue,Sample complaint description,In Progress,High,Donna
3056,5763,31-12-2024,Billing Issue,Sample complaint description,In Progress,High,Maria
3057,550,26-05-2024,Billing Issue,Sample complaint description,In Progress,High,Jonathan
3058,5728,07-10-2025,SIM Issue,Sample complaint description,Open,Low,Daniel
3059,3888,22-04-2024,Network Issue,Sample complaint description,In Progress,Medium,Jeffrey
3060,4939,26-05-2024,Billing Issue,Sample complaint description,Open,Medium,Linda
3061,5165,22-11-2024,Billing Issue,Sample complaint description,Open,High,Daniel
3062,3799,30-10-2024,Other,Sample complaint description,Closed,High,Elizabeth
3063,1960,14-12-2024,SIM Issue,Sample complaint description,Closed,High,Paula
3064,3740,27-09-2025,SIM Issue,Sample complaint description,Closed,Low,Sharon
3065,4557,30-07-2024,Other,Sample complaint description,Closed,Medium,Douglas
3066,3811,16-11-2024,SIM Issue,Sample complaint description,In Progress,High,Jeffery
3067,4485,22-10-2025,Billing Issue,Sample complaint description,Closed,Medium,Kelly
3068,4576,21-08-2025,Billing Issue,Sample complaint description,Closed,Low,Jerry
3069,5656,23-02-2025,Other,Sample complaint description,Open,Medium,David
3070,1422,07-01-2024,Network Issue,Sample complaint description,Closed,High,Robert
3071,4560,29-12-2024,Network Issue,Sample complaint description,Closed,High,Michael
3072,4879,29-04-2025,Billing Issue,Sample complaint description,In Progress,Low,Ethan
3073,5670,09-09-2025,Network Issue,Sample complaint description,Open,High,Christopher
3074,4143,09-01-2025,Billing Issue,Sample complaint description,Closed,High,Mark
3075,1673,30-10-2025,SIM Issue,Sample complaint description,Open,Medium,Rita
3076,5167,23-11-2024,SIM Issue,Sample complaint description,In Progress,Medium,Oscar
3077,4890,10-10-2024,Other,Sample complaint description,Open,Low,Bryan
3078,2078,11-02-2025,Billing Issue,Sample complaint description,In Progress,High,Deanna
3079,3241,11-09-2025,Network Issue,Sample complaint description,Closed,Low,Amy
3080,4343,12-08-2024,Other,Sample complaint description,Open,High,Lisa
3081,836,20-05-2025,Network Issue,Sample complaint description,Open,Medium,Jacob
3082,4774,24-09-2024,SIM Issue,Sample complaint description,In Progress,High,Ernest
3083,1046,17-06-2025,Network Issue,Sample complaint description,Closed,Low,Zachary
3084,5368,11-05-2025,Other,Sample complaint description,Closed,Medium,Kimberly
3085,4950,09-10-2025,Network Issue,Sample complaint description,Open,High,Donald
3086,4835,01-08-2024,Other,Sample complaint description,In Progress,Low,Andrew
3087,3942,07-10-2025,Billing Issue,Sample complaint description,Open,Low,Mathew
3088,2549,30-04-2024,Other,Sample complaint description,Closed,High,Zachary
3089,5899,24-06-2024,Network Issue,Sample complaint description,Closed,Low,Dennis
3090,2596,12-11-2025,Other,Sample complaint description,Open,Medium,Shawn
3091,5375,23-11-2025,Network Issue,Sample complaint description,In Progress,Low,Anthony
3092,3528,07-02-2025,Billing Issue,Sample complaint description,In Progress,High,Jesus
3093,2148,16-11-2025,Other,Sample complaint description,Open,High,John
3094,5188,28-09-2025,Billing Issue,Sample complaint description,Closed,Low,Alison
3095,3342,11-06-2025,Network Issue,Sample complaint description,In Progress,Medium,Sara
3096,585,03-04-2025,SIM Issue,Sample complaint description,Closed,Low,Dawn
3097,5401,14-02-2025,Billing Issue,Sample complaint description,Closed,Low,Alejandro
3098,4671,14-08-2025,SIM Issue,Sample complaint description,Closed,Low,Rachael
3099,254,06-11-2025,Network Issue,Sample complaint description,Open,Low,Parker
3100,2437,06-08-2024,Other,Sample complaint description,In Progress,Low,Lisa
3101,3876,27-10-2025,SIM Issue,Sample complaint description,In Progress,Medium,Samantha
3102,1282,07-05-2025,Other,Sample complaint description,Open,Low,Brooke
3103,3985,05-03-2025,Billing Issue,Sample complaint description,In Progress,Medium,William
3104,1693,27-10-2024,Other,Sample complaint description,Open,Medium,Loretta
3105,1079,14-09-2024,Billing Issue,Sample complaint description,Open,Low,Robert
3106,3563,25-12-2024,SIM Issue,Sample complaint description,Closed,Low,Joan
3107,5882,20-02-2025,Other,Sample complaint description,In Progress,Low,Joseph
3108,2108,09-07-2025,Other,Sample complaint description,Closed,High,Bryan
3109,1353,23-05-2025,SIM Issue,Sample complaint description,Closed,Low,David
3110,4252,19-06-2024,SIM Issue,Sample complaint description,Open,Low,Jason
3111,3834,30-09-2024,Billing Issue,Sample complaint description,Open,Medium,Timothy
3112,1803,29-09-2024,Billing Issue,Sample complaint description,Open,High,Jacob
3113,3596,03-02-2025,SIM Issue,Sample complaint description,Closed,High,Cody
3114,1268,23-05-2024,Other,Sample complaint description,Open,Low,Jeffrey
3115,4285,14-10-2025,Other,Sample complaint description,In Progress,Medium,Tyler
3116,5394,11-09-2024,Network Issue,Sample complaint description,In Progress,Low,Jeffrey
3117,1758,17-02-2025,Network Issue,Sample complaint description,In Progress,High,Austin
3118,5212,01-02-2024,SIM Issue,Sample complaint description,In Progress,High,Thomas
3119,5730,01-06-2024,Billing Issue,Sample complaint description,In Progress,Low,Richard
3120,5784,28-09-2025,Network Issue,Sample complaint description,In Progress,Medium,Daniel
3121,4213,10-06-2025,SIM Issue,Sample complaint description,Closed,Low,Maurice
3122,1859,15-12-2023,Billing Issue,Sample complaint description,Closed,Low,Molly
3123,1371,25-11-2024,Network Issue,Sample complaint description,Open,Medium,Wayne
3124,1649,03-07-2025,SIM Issue,Sample complaint description,Open,High,Jessica
3125,3273,29-02-2024,SIM Issue,Sample complaint description,In Progress,Low,Todd
3126,4570,08-01-2024,Other,Sample complaint description,Open,High,Patrick
3127,5840,19-10-2024,SIM Issue,Sample complaint description,Closed,Low,Renee
3128,5422,23-02-2024,SIM Issue,Sample complaint description,In Progress,Low,Catherine
3129,700,23-07-2024,Other,Sample complaint description,Open,Medium,Brian
3130,4726,25-02-2024,SIM Issue,Sample complaint description,In Progress,Medium,Brandi
3131,5440,04-06-2025,Network Issue,Sample complaint description,Closed,Low,Logan
3132,3990,23-11-2025,Network Issue,Sample complaint description,Closed,Low,Brittany
3133,3023,22-03-2025,SIM Issue,Sample complaint description,Closed,Medium,Daniel
3134,943,02-02-2025,Network Issue,Sample complaint description,In Progress,High,Rebecca
3135,209,17-05-2025,Other,Sample complaint description,Closed,High,Ryan
3136,2928,06-06-2024,Other,Sample complaint description,In Progress,High,Denise
3137,674,10-10-2024,Network Issue,Sample complaint description,Closed,Medium,Jill
3138,143,03-10-2025,SIM Issue,Sample complaint description,Open,High,Amy
3139,3590,05-08-2025,SIM Issue,Sample complaint description,Closed,Medium,Richard
3140,1487,09-03-2024,SIM Issue,Sample complaint description,In Progress,High,Tammy
3141,5819,20-04-2024,Network Issue,Sample complaint description,In Progress,Low,Jerry
3142,3529,29-06-2024,SIM Issue,Sample complaint description,Closed,Low,Carl
3143,226,18-02-2024,SIM Issue,Sample complaint description,Closed,Medium,Melissa
3144,1818,08-04-2025,SIM Issue,Sample complaint description,Open,Low,Lisa
3145,4099,10-12-2024,SIM Issue,Sample complaint description,In Progress,Medium,Patrick
3146,5231,04-10-2025,SIM Issue,Sample complaint description,Closed,High,Linda
3147,3588,16-08-2024,SIM Issue,Sample complaint description,In Progress,Medium,Tracy
3148,2494,11-11-2025,SIM Issue,Sample complaint description,In Progress,Low,Timothy
3149,2938,24-08-2025,Billing Issue,Sample complaint description,Closed,High,April
3150,5167,11-10-2024,Other,Sample complaint description,Open,Medium,Craig
3151,3163,10-01-2025,Billing Issue,Sample complaint description,In Progress,Medium,Rebecca
3152,939,06-10-2024,Billing Issue,Sample complaint description,Closed,High,Gregory
3153,2099,15-07-2024,Billing Issue,Sample complaint description,Open,Medium,Anne
3154,4485,03-03-2025,Billing Issue,Sample complaint description,Closed,Medium,Briana
3155,5752,10-02-2024,Billing Issue,Sample complaint description,In Progress,Medium,Joel
3156,4357,07-09-2024,Network Issue,Sample complaint description,Open,High,Edwin
3157,1003,30-09-2025,Other,Sample complaint description,In Progress,Low,Shawn
3158,114,08-06-2024,SIM Issue,Sample complaint description,Closed,Low,Spencer
3159,4613,30-03-2024,SIM Issue,Sample complaint description,Open,Medium,Jonathan
3160,40,03-12-2023,Network Issue,Sample complaint description,Open,High,Sarah
3161,2065,09-10-2024,SIM Issue,Sample complaint description,Open,Medium,Diane
3162,90,12-05-2024,Other,Sample complaint description,In Progress,Medium,Mallory
3163,1097,06-01-2024,Other,Sample complaint description,Open,High,Elizabeth
3164,2256,06-03-2024,SIM Issue,Sample complaint description,Closed,Medium,James
3165,3813,01-02-2025,Network Issue,Sample complaint description,Open,Low,Kathleen
3166,1899,12-11-2025,Network Issue,Sample complaint description,In Progress,High,Michael
3167,1902,31-12-2024,Network Issue,Sample complaint description,Open,High,Stephanie
3168,2016,05-12-2024,Billing Issue,Sample complaint description,Open,Low,Tina
3169,2738,28-06-2025,Network Issue,Sample complaint description,Open,High,Jesus
3170,3048,06-12-2024,Billing Issue,Sample complaint description,In Progress,High,Benjamin
3171,2663,14-08-2025,Network Issue,Sample complaint description,In Progress,Low,Jason
3172,5629,26-03-2025,SIM Issue,Sample complaint description,Open,Medium,Joseph
3173,3599,13-12-2023,Billing Issue,Sample complaint description,Closed,Low,Denise
3174,5526,24-04-2025,Network Issue,Sample complaint description,Closed,Low,Jennifer
3175,5565,25-08-2024,Network Issue,Sample complaint description,In Progress,Low,Stephanie
3176,589,14-06-2024,Network Issue,Sample complaint description,Closed,High,Tiffany
3177,5522,21-11-2024,Other,Sample complaint description,In Progress,High,Christina
3178,1307,07-11-2024,SIM Issue,Sample complaint description,Closed,Low,Steve
3179,3191,01-12-2023,Billing Issue,Sample complaint description,Open,Low,Nicole
3180,190,18-01-2024,Billing Issue,Sample complaint description,Open,Medium,Jill
3181,1090,10-12-2024,Billing Issue,Sample complaint description,Open,Medium,Jacob
3182,2001,21-04-2025,Billing Issue,Sample complaint description,Open,Low,Henry
3183,5091,29-10-2025,SIM Issue,Sample complaint description,Closed,Low,Eric
3184,3233,30-11-2024,SIM Issue,Sample complaint description,Open,High,Margaret
3185,3157,27-09-2024,Other,Sample complaint description,In Progress,Low,Kristine
3186,4536,29-05-2024,Network Issue,Sample complaint description,Closed,Medium,Timothy
3187,3653,03-02-2025,SIM Issue,Sample complaint description,Closed,High,Emily
3188,3487,24-10-2024,Billing Issue,Sample complaint description,Open,Medium,Christine
3189,3032,26-09-2025,Other,Sample complaint description,Open,Medium,Ashley
3190,1620,05-03-2024,Network Issue,Sample complaint description,In Progress,Low,Ronald
3191,1248,28-01-2025,Billing Issue,Sample complaint description,Closed,High,Sheila
3192,2323,04-05-2025,Network Issue,Sample complaint description,Open,Medium,Dominique
3193,1442,16-05-2025,SIM Issue,Sample complaint description,Open,Medium,Teresa
3194,3842,12-04-2025,SIM Issue,Sample complaint description,In Progress,Medium,Michael
3195,5623,30-01-2024,Other,Sample complaint description,Closed,Low,Lindsey
3196,3903,05-07-2024,Network Issue,Sample complaint description,In Progress,Medium,Jason
3197,5856,29-11-2023,Billing Issue,Sample complaint description,Open,Low,Tamara
3198,1905,06-05-2025,SIM Issue,Sample complaint description,Closed,Low,Thomas
3199,5956,15-11-2025,Other,Sample complaint description,In Progress,Low,Nicholas
3200,1144,14-05-2025,Network Issue,Sample complaint description,Closed,High,Logan
3201,1008,06-03-2025,SIM Issue,Sample complaint description,Closed,Low,Jeffrey
3202,512,15-05-2025,Other,Sample complaint description,In Progress,High,Ashley
3203,3121,19-03-2025,Network Issue,Sample complaint description,Closed,Low,Todd
3204,2150,21-09-2024,Network Issue,Sample complaint description,Open,Medium,Melissa
3205,1578,05-10-2025,Billing Issue,Sample complaint description,Open,Medium,Karen
3206,5533,08-01-2025,Billing Issue,Sample complaint description,Open,High,Alexander
3207,3240,18-10-2024,SIM Issue,Sample complaint description,Closed,High,Michael
3208,3815,07-09-2024,SIM Issue,Sample complaint description,Closed,Low,Joseph
3209,4890,11-06-2025,Network Issue,Sample complaint description,Closed,Medium,Lawrence
3210,1170,13-10-2024,SIM Issue,Sample complaint description,In Progress,High,Vickie
3211,4009,13-09-2025,SIM Issue,Sample complaint description,In Progress,High,Rita
3212,5517,29-02-2024,Network Issue,Sample complaint description,In Progress,High,Christina
3213,2888,23-09-2025,Billing Issue,Sample complaint description,In Progress,Low,Michele
3214,325,07-05-2025,Billing Issue,Sample complaint description,Closed,High,Laura
3215,968,12-09-2025,Network Issue,Sample complaint description,Open,Low,Lisa
3216,1125,26-02-2025,Billing Issue,Sample complaint description,Open,Low,Michael
3217,756,26-10-2025,Billing Issue,Sample complaint description,Open,Low,Theresa
3218,2259,29-09-2024,SIM Issue,Sample complaint description,In Progress,High,Ian
3219,1198,15-05-2025,Network Issue,Sample complaint description,In Progress,Medium,Samantha
3220,930,07-08-2025,Billing Issue,Sample complaint description,In Progress,Low,Taylor
3221,4493,31-05-2024,Other,Sample complaint description,In Progress,High,Craig
3222,3697,09-08-2024,Other,Sample complaint description,Open,Medium,Donna
3223,4969,25-09-2024,SIM Issue,Sample complaint description,Closed,Medium,Jacob
