call_id,customer_id,call_date,duration_minutes,call_type,location_city,location_state,network_quality
3414,3674,02-02-2025 15:04,1.73,Incoming,Angelamouth,Minnesota,Poor
3415,391,03-10-2025 22:30,8.84,Incoming,Port Mariachester,Kansas,Good
3416,1994,25-02-2025 13:20,19.67,Incoming,Hollyside,Ohio,Good
3417,2843,02-09-2025 21:37,14.44,Incoming,Johnsonside,Minnesota,Average
3418,5115,06-12-2024 15:31,6.75,Outgoing,Wyattmouth,New Jersey,Poor
3419,5943,25-08-2025 10:04,14.43,Outgoing,Baileyville,Washington,Poor
3420,3748,27-06-2025 17:26,18.67,Incoming,Port Kyle,Nevada,Good
3421,3770,05-05-2025 17:30,19.32,Outgoing,Ianview,Arkansas,Average
3422,1825,08-04-2025 15:10,0.46,Incoming,New Michael,Montana,Good
3423,5589,17-10-2025 03:43,16.45,Outgoing,East Robertside,New York,Good
3424,4673,02-05-2025 18:00,13.09,Outgoing,New Maria,Virginia,Good
3425,5013,19-05-2025 04:57,4.49,Outgoing,West Jeffreytown,Michigan,Poor
3426,1100,13-06-2025 13:59,0.58,Incoming,North Robert,Arkansas,Poor
3427,2400,17-11-2025 06:07,9.91,Outgoing,Johnsonbury,Virginia,Good
3428,2309,11-12-2024 06:41,5.97,Incoming,New Barbara,North Dakota,Good
3429,442,16-09-2025 21:40,7.31,Incoming,Crystalmouth,Massachusetts,Good
3430,4347,25-06-2025 14:12,16.29,Outgoing,Johnville,Kentucky,Good
3431,1869,05-08-2025 05:22,3.87,Incoming,Owenport,Florida,Good
3432,329,09-01-2025 14:48,5.76,Incoming,Smithview,North Carolina,Average
3433,2019,27-05-2025 05:47,6.84,Outgoing,Daltonberg,Montana,Good
3434,23,19-04-2025 19:47,7.96,Incoming,Paulview,Hawaii,Good
3435,462,07-05-2025 16:14,19.01,Outgoing,New Christine,New York,Poor
3436,2956,23-07-2025 07:44,8.8,Incoming,Susanfurt,Mississippi,Good
3437,2643,05-08-2025 12:03,5.1,Outgoing,West Tracy,Pennsylvania,Poor
3438,1704,28-05-2025 00:08,3.47,Incoming,Smithside,Virginia,Good
3439,3797,21-10-2025 11:58,19.54,Outgoing,South Stevenhaven,Virginia,Poor
3440,4079,18-12-2024 00:56,10.53,Outgoing,Alexanderbury,Oklahoma,Average
3441,3814,12-10-2025 17:12,0.85,Incoming,East Lisashire,Kansas,Good
3442,3742,29-04-2025 15:37,12.81,Outgoing,East Rodney,Pennsylvania,Average
3443,123,18-06-2025 08:52,19.64,Outgoing,Barryfort,Kentucky,Average
3444,1221,06-07-2025 21:20,5.65,Incoming,West Tiffany,Kentucky,Good
3445,3099,24-01-2025 22:56,3.61,Outgoing,Dianeview,Florida,Poor
3446,5169,14-07-2025 20:53,16.8,Outgoing,West Yolanda,Virginia,Poor
3447,3171,03-06-2025 22:02,9.05,Outgoing,South Biancamouth,Rhode Island,Poor
3448,5409,12-08-2025 02:10,16.24,Incoming,Tranburgh,Ohio,Poor
3449,2124,14-11-2025 00:00,0.46,Outgoing,South Danielleview,South Dakota,Good
3450,4997,14-08-2025 12:11,6.11,Incoming,West Roberthaven,Illinois,Good
3451,645,05-12-2024 08:57,15.47,Incoming,Powellland,New York,Poor
3452,5422,08-03-2025 16:31,0.63,Outgoing,East Julianberg,Georgia,Average
3453,5247,08-12-2024 19:15,7.98,Outgoing,West Ryanberg,North Carolina,Good
3454,3794,18-01-2025 23:56,9.86,Outgoing,Lake Ralph,Vermont,Average
3455,5041,09-03-2025 04:49,15.71,Incoming,Port Lisaburgh,Nevada,Poor
3456,1049,26-09-2025 08:53,14.94,Incoming,East Kimberlyside,Florida,Good
3457,2175,20-05-2025 05:54,10.66,Incoming,Lake Pennyhaven,Hawaii,Average
3458,3634,27-06-2025 05:35,4.69,Incoming,New Dakota,Louisiana,Good
3459,2910,15-09-2025 04:30,4.14,Incoming,North Matthewtown,South Carolina,Good
3460,5652,16-01-2025 02:01,6.56,Incoming,West Emily,New Hampshire,Good
3461,8,17-02-2025 04:26,17.86,Incoming,Johnsonberg,Montana,Average
3462,4071,18-09-2025 08:20,10.1,Incoming,Melissamouth,Montana,Good
3463,1758,06-08-2025 16:21,7.76,Outgoing,West Karenport,Nevada,Poor
3464,4593,27-08-2025 04:17,4.36,Incoming,Cantufurt,Illinois,Poor
3465,4500,11-12-2024 15:25,15.82,Incoming,Port Jeremy,Mississippi,Good
3466,4514,09-05-2025 03:22,7.05,Incoming,Reedstad,Arkansas,Average
3467,4096,02-08-2025 00:52,10.39,Incoming,Kingview,Hawaii,Average
3468,2470,13-05-2025 09:22,11.94,Outgoing,Riceland,Utah,Average
3469,4946,08-02-2025 04:10,0.12,Incoming,South Johnnyshire,Montana,Average
3470,3748,22-01-2025 15:11,9.34,Incoming,Vasquezton,Nebraska,Good
3471,3645,08-09-2025 17:13,10.17,Outgoing,Stanleyfort,Nevada,Good
3472,2697,10-01-2025 17:59,10.06,Outgoing,South Briantown,Minnesota,Poor
3473,5350,07-02-2025 21:17,19.92,Outgoing,North Amy,Louisiana,Average
3474,623,15-12-2024 03:05,15.99,Outgoing,Lake Sabrina,Ohio,Good
3475,4968,30-12-2024 14:01,3.62,Outgoing,Geoffreytown,Virginia,Good
3476,1033,27-03-2025 12:14,10.28,Outgoing,Ramirezland,Washington,Poor
3477,882,07-01-2025 09:33,12.96,Incoming,Josephside,New Jersey,Poor
3478,5263,02-03-2025 12:00,4.56,Outgoing,Jenniferside,Colorado,Average
3479,1681,22-10-2025 08:58,1.11,Incoming,New Alec,Indiana,Average
3480,4012,09-10-2025 13:37,4.45,Outgoing,Hernandezside,Kentucky,Good
3481,999,03-08-2025 07:49,17.89,Outgoing,Pruittborough,Connecticut,Average
3482,2785,28-06-2025 18:53,7.54,Outgoing,Port Tylerbury,Virginia,Average
3483,877,30-07-2025 15:28,8.09,Outgoing,Kevinmouth,Virginia,Good
3484,2881,26-03-2025 09:57,1.13,Incoming,Judithmouth,Massachusetts,Good
3485,5421,26-09-2025 10:50,13.73,Incoming,Atkinsonland,Michigan,Good
3486,5187,18-11-2025 09:34,13.59,Incoming,Port Allenburgh,Wyoming,Good
3487,5794,09-12-2024 07:29,0.21,Outgoing,Douglasville,Utah,Poor
3488,5848,11-10-2025 05:25,5.03,Incoming,Coleland,Wyoming,Good
3489,1074,17-12-2024 17:52,17.91,Incoming,Emilyhaven,North Dakota,Good
3490,231,10-03-2025 15:08,11.22,Outgoing,Port Mary,New Mexico,Good
3491,102,18-03-2025 14:59,7.77,Outgoing,West Annettestad,Maryland,Average
3492,5573,13-06-2025 00:43,5.39,Incoming,Port Lisa,Louisiana,Average
3493,5425,08-03-2025 19:56,8.09,Incoming,Loriborough,Oregon,Poor
3494,5518,21-05-2025 02:32,8.81,Outgoing,Port Davidville,Massachusetts,Poor
3495,4345,07-06-2025 14:48,14.2,Outgoing,Nelsonshire,Illinois,Average
3496,2372,05-09-2025 09:33,10.62,Incoming,South Nancyfort,Florida,Good
3497,240,22-09-2025 16:51,3.34,Incoming,West Tamara,South Dakota,Poor
3498,4442,28-09-2025 05:29,15.75,Incoming,Grantside,California,Poor
3499,5520,16-02-2025 22:45,9.1,Outgoing,Josephtown,Texas,Average
3500,2915,23-10-2025 20:33,15.77,Outgoing,Lake Timothyburgh,Connecticut,Good
3501,4232,14-01-2025 20:57,1.9,Outgoing,Rangelshire,South Dakota,Average
3502,508,10-02-2025 13:44,4.08,Incoming,East Billborough,Indiana,Poor
3503,4972,09-06-2025 15:04,17.15,Incoming,New Melissa,Connecticut,Poor
3504,2385,25-03-2025 01:31,6.43,Outgoing,Christinaville,Utah,Poor
3505,1745,04-02-2025 23:33,12.36,Outgoing,North Philipshire,Texas,Poor
3506,2155,29-11-2024 01:18,8.67,Incoming,West James,Minnesota,Good
3507,4577,06-08-2025 13:29,0.64,Outgoing,Lake Timothy,Wyoming,Average
3508,5462,28-01-2025 22:02,12.38,Outgoing,South Steven,Tennessee,Poor
3509,5026,08-10-2025 21:41,7.69,Outgoing,North Jaime,Missouri,Poor
3510,3812,26-05-2025 21:56,3.47,Incoming,Port Angelaton,Missouri,Poor
3511,3785,27-03-2025 20:00,1.35,Outgoing,Port Joycehaven,Ohio,Good
3512,5026,06-11-2025 14:17,1.54,Incoming,North Kristen,Arizona,Poor
3513,1162,10-03-2025 00:49,14.3,Incoming,Lake Jeffrey,Pennsylvania,Poor
3514,1089,29-03-2025 08:36,11.96,Incoming,North William,Texas,Good
3515,943,07-09-2025 21:47,11.7,Outgoing,Lake Alexandra,New Mexico,Good
3516,1219,24-10-2025 07:58,11.97,Incoming,Ryanhaven,Nevada,Poor
3517,4355,27-04-2025 23:00,2.84,Incoming,Nancymouth,Nevada,Average
3518,983,13-12-2024 10:34,19.26,Outgoing,Joshuaton,Maryland,Average
3519,3477,26-12-2024 11:55,7.59,Outgoing,Port Heather,Maryland,Poor
3520,462,17-02-2025 00:48,8.18,Incoming,New Amandaborough,Mississippi,Poor
3521,2008,15-09-2025 03:50,3.48,Outgoing,Wilsontown,Wisconsin,Good
3522,3443,28-05-2025 19:22,14.03,Incoming,South Dennisburgh,Florida,Poor
3523,1446,08-08-2025 22:56,7.46,Outgoing,Lake Charleshaven,California,Average
3524,4263,29-07-2025 07:10,6.65,Outgoing,Loweshire,Massachusetts,Good
3525,4506,12-03-2025 11:47,12.51,Outgoing,Nicoleside,Maryland,Poor
3526,5455,23-03-2025 02:31,5.58,Outgoing,North Robert,Tennessee,Good
3527,1472,04-09-2025 06:12,16.22,Outgoing,South Jennifer,Massachusetts,Poor
3528,5634,05-02-2025 23:19,0.53,Incoming,Freemanview,Tennessee,Average
3529,5045,08-09-2025 05:28,8.44,Incoming,Holmesfort,Kentucky,Good
3530,3630,05-07-2025 06:31,12.44,Outgoing,Lake Katherinemouth,South Carolina,Good
3531,2410,11-04-2025 09:22,12.03,Outgoing,Joshuaberg,Mississippi,Good
3532,4139,17-02-2025 05:35,7.04,Outgoing,West Ruben,Wisconsin,Average
3533,4844,21-04-2025 06:10,4.63,Outgoing,Pattersonview,Wyoming,Good
3534,3227,26-10-2025 14:23,9.27,Outgoing,South Brandon,West Virginia,Average
3535,5418,30-01-2025 04:45,8.49,Incoming,Samanthaside,Virginia,Average
3536,2298,02-05-2025 15:42,13.78,Incoming,Cynthiamouth,Michigan,Good
3537,2810,22-04-2025 01:24,13.97,Incoming,Port Sandra,South Carolina,Average
3538,5425,24-05-2025 19:07,19.23,Outgoing,Jesseton,Montana,Good
3539,2987,05-06-2025 06:34,8.84,Outgoing,Lake Matthew,Kansas,Average
3540,3030,06-04-2025 06:18,7.54,Outgoing,Sarafort,Illinois,Poor
3541,3998,18-12-2024 17:37,4.18,Incoming,Danielland,Texas,Poor
3542,4725,03-08-2025 16:58,8.07,Incoming,Andrealand,Oklahoma,Poor
3543,5760,04-11-2025 17:01,9.38,Outgoing,North Dennisfurt,Tennessee,Good
3544,4297,14-08-2025 11:20,14.45,Outgoing,South Adamborough,Florida,Poor
3545,2364,18-05-2025 15:46,14.05,Outgoing,Joshuaview,New Hampshire,Poor
3546,2894,11-04-2025 13:14,5.87,Outgoing,Lake Donnaport,Alabama,Poor
3547,3049,27-04-2025 12:38,16.47,Incoming,Port Jamesbury,Connecticut,Poor
3548,3932,20-09-2025 11:01,3.65,Incoming,West Dylanburgh,Ohio,Average
3549,4272,18-07-2025 07:30,5.38,Outgoing,Kellyfurt,Indiana,Poor
3550,4359,05-07-2025 10:44,9.72,Incoming,New Stevenland,South Carolina,Average
3551,5006,28-10-2025 22:45,13.05,Incoming,Hahnberg,Montana,Good
3552,2163,17-12-2024 20:24,16.52,Outgoing,Lake Sydneyborough,South Carolina,Poor
3553,1075,11-07-2025 22:19,13.3,Incoming,Rogerfort,Rhode Island,Good
3554,1588,16-06-2025 11:18,18.19,Outgoing,Port Michaelborough,North Dakota,Average
3555,2320,09-05-2025 19:08,11.97,Incoming,New Kenneth,South Dakota,Average
3556,4632,31-01-2025 01:57,3.74,Outgoing,Sandovalport,Idaho,Good
3557,1042,07-07-2025 02:09,3.19,Incoming,North Annettemouth,Missouri,Average
3558,5382,10-10-2025 15:39,18.43,Outgoing,Port Andrehaven,Colorado,Poor
3559,5941,26-07-2025 06:31,19.82,Incoming,North Sean,Delaware,Good
3560,4931,15-12-2024 20:24,2.11,Outgoing,Jonesstad,Pennsylvania,Poor
3561,171,19-11-2025 05:40,10.05,Incoming,West Adamtown,Indiana,Average
3562,5982,17-05-2025 23:41,19.34,Incoming,South Jenniferbury,Georgia,Poor
3563,1826,04-02-2025 07:49,17.57,Incoming,New Joyceside,Delaware,Good
3564,3011,09-03-2025 10:53,15.42,Incoming,West Rachelburgh,New Hampshire,Average
3565,4839,06-06-2025 22:57,2.85,Incoming,Matthewhaven,New Hampshire,Poor
3566,1709,04-01-2025 16:41,7.17,Incoming,East Audreyside,Missouri,Average
3567,3553,10-07-2025 05:51,0.57,Incoming,Katherinefort,North Carolina,Average
3568,2258,21-04-2025 22:54,14.95,Outgoing,Lake Douglaston,Florida,Good
3569,2504,28-01-2025 08:47,6.78,Incoming,South Jeremy,Florida,Average
3570,6000,11-03-2025 14:49,9.88,Outgoing,South Olivia,Colorado,Good
3571,455,16-07-2025 16:24,0.21,Incoming,Paynemouth,South Dakota,Good
3572,976,14-08-2025 16:53,9.6,Outgoing,South Holly,Kansas,Average
3573,4201,29-10-2025 10:13,8.05,Outgoing,East Ericport,Louisiana,Poor
3574,1990,07-08-2025 10:07,3.15,Incoming,Jessicabury,Michigan,Average
3575,3381,24-08-2025 00:25,12.38,Incoming,Danielleborough,Florida,Poor
3576,3256,17-10-2025 15:25,14.74,Incoming,North Monicafort,Indiana,Poor
3577,3325,02-08-2025 00:31,7.55,Outgoing,North Emily,Alabama,Average
3578,1628,10-05-2025 02:14,16.66,Incoming,Thompsonton,Kentucky,Average
3579,1254,27-09-2025 02:25,3.42,Incoming,Tonyaborough,Nebraska,Poor
3580,1218,09-12-2024 00:38,6.33,Outgoing,Rebeccahaven,Wisconsin,Average
3581,4367,09-10-2025 08:36,1.1,Outgoing,Rodgersville,Hawaii,Good
3582,165,22-09-2025 13:10,12.69,Outgoing,Lake Davidland,Utah,Good
3583,5387,08-01-2025 08:05,2.5,Incoming,North Stephanie,Kentucky,Good
3584,527,15-09-2025 03:20,5.09,Outgoing,Josephborough,California,Poor
3585,3160,18-01-2025 00:05,3.14,Outgoing,Rickytown,Illinois,Poor
3586,2460,07-01-2025 02:59,3.95,Incoming,South Joseph,Oklahoma,Poor
3587,5139,28-02-2025 20:28,1.18,Outgoing,Robertsbury,Michigan,Poor
3588,1980,10-05-2025 16:36,11.27,Outgoing,New Joshua,Wyoming,Average
3589,1483,30-04-2025 00:35,9.16,Incoming,Batesport,New Mexico,Poor
3590,4972,01-06-2025 01:32,11.42,Incoming,West Marioview,Mississippi,Average
3591,5232,25-11-2025 14:49,0.6,Outgoing,Popeland,Oregon,Poor
3592,4940,03-04-2025 21:40,18.93,Outgoing,West Amystad,Alaska,Good
3593,240,07-07-2025 23:40,10.03,Incoming,Port Marioport,Texas,Average
3594,5645,14-10-2025 15:21,7.25,Outgoing,Lake Ronald,Connecticut,Average
3595,1719,09-06-2025 03:07,5.05,Incoming,Riveraton,Colorado,Average
3596,5752,25-02-2025 19:57,13.27,Incoming,Gibsonstad,Missouri,Good
3597,3971,23-08-2025 12:36,12.74,Outgoing,Stewartstad,Texas,Poor
3598,5032,07-01-2025 21:23,9.48,Outgoing,Port Debbieside,Colorado,Poor
3599,4294,28-12-2024 09:32,16.08,Outgoing,South Sarafort,Maine,Poor
3600,4989,11-02-2025 21:45,7.87,Outgoing,Kirstenland,Arizona,Poor
3601,2847,06-05-2025 05:56,4.88,Outgoing,Port Christopher,Arkansas,Poor
3602,5830,12-07-2025 13:08,12.88,Incoming,Lopezport,Illinois,Average
3603,165,13-12-2024 07:04,3.34,Incoming,Piercechester,South Carolina,Poor
3604,4172,20-05-2025 17:44,14.12,Incoming,Randallstad,Utah,Poor
3605,4772,31-07-2025 17:41,12.96,Incoming,Debrachester,Alaska,Good
3606,907,20-07-2025 04:28,6.58,Incoming,Lake Mary,Wisconsin,Good
3607,1940,07-07-2025 09:34,13.56,Incoming,Reedbury,Pennsylvania,Average
3608,3645,05-08-2025 18:38,11.12,Outgoing,New Nancystad,Massachusetts,Average
3609,1957,30-11-2024 20:24,17.45,Outgoing,Port Brendamouth,New Hampshire,Average
3610,5191,04-03-2025 15:10,2.31,Outgoing,Port Jessica,Michigan,Poor
3611,5646,28-01-2025 07:16,10.04,Outgoing,Rowestad,West Virginia,Poor
3612,4775,24-07-2025 18:03,15.19,Incoming,Kimberlyville,Illinois,Average
3613,4530,07-09-2025 01:51,14.35,Incoming,Lake Jimmyberg,New York,Average
3614,4649,05-06-2025 13:35,8.03,Incoming,Pamelaville,Nebraska,Poor
3615,5969,22-09-2025 08:56,7.31,Incoming,South Aliciaberg,Mississippi,Good
3616,2442,09-07-2025 03:29,6.53,Incoming,Ashleyshire,New Hampshire,Average
3617,4217,26-01-2025 11:22,1.1,Incoming,Port Pamelahaven,Ohio,Good
3618,3492,11-11-2025 16:31,0.64,Incoming,Johnside,Wyoming,Average
3619,629,22-01-2025 13:51,8.12,Outgoing,North James,Delaware,Good
3620,5486,10-07-2025 22:55,11.14,Outgoing,Campbellshire,New Mexico,Average
3621,5476,08-08-2025 09:06,15.79,Outgoing,Peterhaven,Arkansas,Good
3622,441,16-06-2025 01:07,15.51,Outgoing,North Hector,Texas,Good
3623,1167,26-07-2025 10:39,9.87,Incoming,Changton,Alaska,Average
3624,998,21-10-2025 12:02,9.5,Incoming,East Brandon,Kentucky,Good
3625,957,25-09-2025 20:37,12.31,Outgoing,Watkinsborough,Montana,Poor
3626,2086,23-05-2025 12:19,6.4,Incoming,Lake Kathryn,Indiana,Good
3627,1251,24-08-2025 00:07,8.67,Incoming,Reedstad,South Dakota,Average
3628,3169,04-01-2025 02:16,15.35,Incoming,North John,Iowa,Poor
3629,4022,04-05-2025 23:34,10.49,Incoming,Brandonshire,Alaska,Poor
3630,5173,06-09-2025 05:55,19.37,Outgoing,Nicoleshire,Michigan,Poor
3631,4374,17-07-2025 18:05,12.46,Outgoing,Robertsberg,New York,Average
3632,4518,29-11-2024 15:46,17.18,Outgoing,Port Richard,Florida,Average
3633,5370,04-11-2025 00:59,16.48,Incoming,Terryton,California,Average
3634,2300,14-05-2025 18:47,7.8,Incoming,Haroldberg,Montana,Good
3635,5027,12-05-2025 20:22,12.22,Incoming,Castroport,New Jersey,Poor
3636,95,26-06-2025 20:50,19.7,Outgoing,Joseside,Maryland,Poor
3637,4357,07-04-2025 04:21,15.4,Incoming,North Helenburgh,South Carolina,Good
3638,4170,05-12-2024 13:45,17.99,Outgoing,Travisburgh,Louisiana,Average
3639,1698,15-03-2025 07:53,19.79,Incoming,West Juliestad,Tennessee,Poor
3640,1876,08-05-2025 20:08,13.51,Incoming,Mooremouth,Virginia,Good
3641,3824,19-10-2025 07:07,5.78,Incoming,Kimberlystad,Georgia,Good
3642,1938,05-01-2025 15:08,4.01,Incoming,Bestville,Oklahoma,Poor
3643,5205,11-03-2025 03:58,4.82,Incoming,Hallmouth,Kentucky,Good
3644,3311,13-07-2025 12:02,12.98,Incoming,South Brian,Pennsylvania,Poor
3645,1581,02-03-2025 19:55,4.62,Incoming,New Haleytown,South Dakota,Good
3646,4635,27-07-2025 15:30,0.5,Outgoing,North Amy,Arkansas,Good
3647,3350,29-09-2025 08:17,3.52,Incoming,East Sarahmouth,West Virginia,Good
3648,1605,16-11-2025 02:28,6.5,Incoming,North Christopher,Idaho,Average
3649,5693,24-12-2024 03:33,17.02,Incoming,West Jamesstad,Wisconsin,Average
3650,5041,11-05-2025 08:14,4.2,Incoming,Russellburgh,Vermont,Poor
3651,4891,18-11-2025 11:08,11.85,Incoming,North Jeffreyville,Nebraska,Poor
3652,2592,28-09-2025 01:28,12.15,Incoming,West Charleneville,Alaska,Poor
3653,2445,11-05-2025 07:57,14.09,Outgoing,Port Lori,New Mexico,Average
3654,3274,01-08-2025 04:30,18.07,Incoming,Brownberg,Oklahoma,Poor
3655,3467,29-11-2024 22:14,7.28,Outgoing,Valenciahaven,Kentucky,Average
3656,4040,15-01-2025 20:49,14.03,Outgoing,Port Davidtown,Connecticut,Poor
3657,2918,23-04-2025 22:41,12.7,Incoming,Jacksonmouth,Arizona,Average
3658,401,03-05-2025 07:39,3.52,Incoming,Port Michellechester,Delaware,Average
3659,5214,27-09-2025 15:46,19.85,Incoming,Lake Lauren,Vermont,Poor
3660,2316,25-08-2025 23:47,8.1,Incoming,Lake Sarah,North Carolina,Poor
3661,2516,15-11-2025 08:43,11.23,Incoming,Alexanderfort,Kansas,Average
3662,591,30-06-2025 15:21,17.61,Outgoing,Jonesview,Maryland,Average
3663,2675,09-06-2025 09:23,18.56,Incoming,Dixonmouth,Massachusetts,Poor
3664,5660,29-08-2025 07:56,19.29,Incoming,West Craigville,California,Average
3665,670,07-02-2025 16:02,1.37,Outgoing,North Michelleview,Wyoming,Good
3666,1240,16-04-2025 15:36,3.42,Incoming,Stevenmouth,West Virginia,Good
3667,4310,02-01-2025 05:35,2.31,Incoming,Myersberg,Oregon,Poor
3668,3446,12-01-2025 08:39,1.86,Incoming,Salazarfurt,Montana,Good
3669,2288,22-12-2024 00:53,1.86,Incoming,East Trevor,Colorado,Good
3670,2987,19-03-2025 08:10,1.44,Incoming,West Robert,Oklahoma,Poor
3671,410,14-11-2025 16:33,3.76,Outgoing,Foxbury,Nevada,Poor
3672,3960,23-10-2025 21:51,6.95,Outgoing,Wilsonchester,Washington,Good
3673,219,26-12-2024 09:47,4.87,Incoming,South Stephenstad,South Dakota,Poor
3674,3728,31-12-2024 22:18,13.65,Incoming,West Barbara,Utah,Average
3675,4508,15-11-2025 05:43,18.84,Outgoing,New Karen,West Virginia,Poor
3676,5370,15-05-2025 07:09,9.78,Incoming,Matthewfort,Utah,Poor
3677,4865,27-09-2025 17:24,9.25,Incoming,New Nathanbury,Nebraska,Good
3678,3596,02-07-2025 03:23,19.48,Outgoing,North Jessica,Kentucky,Poor
3679,793,06-08-2025 05:01,6.01,Incoming,East Catherine,Louisiana,Average
3680,2167,12-11-2025 14:26,19.18,Incoming,Moralesstad,Oklahoma,Good
3681,4685,27-01-2025 23:05,15.3,Outgoing,West Robertview,Kentucky,Good
3682,5517,08-06-2025 06:29,10.5,Outgoing,Barreraville,North Carolina,Average
3683,4778,30-05-2025 06:05,7.39,Outgoing,New Timothyfurt,Arizona,Average
3684,259,11-01-2025 20:10,16.59,Incoming,Meyershire,Alaska,Poor
3685,355,30-10-2025 18:03,0.71,Outgoing,New Scott,Hawaii,Average
3686,4203,31-12-2024 15:31,6.44,Outgoing,Gonzalezstad,Missouri,Average
3687,3648,21-01-2025 20:01,6.88,Incoming,North Margaret,Connecticut,Poor
3688,1088,24-12-2024 10:01,2.56,Outgoing,Jacksonbury,Utah,Average
3689,3954,21-03-2025 14:30,2.68,Outgoing,West Allen,Kentucky,Poor
3690,3593,18-05-2025 05:16,3.02,Outgoing,Colemanside,New Mexico,Poor
3691,4390,23-12-2024 09:43,8.77,Outgoing,West Tiffany,Colorado,Good
3692,2763,16-02-2025 00:04,16.63,Incoming,Kathyberg,Montana,Average
3693,3995,14-12-2024 08:26,17.85,Incoming,West Matthew,Maine,Poor
3694,4535,03-10-2025 10:41,4.91,Incoming,Ronniebury,Illinois,Poor
3695,975,05-06-2025 11:10,6.83,Incoming,South Terrybury,Arkansas,Good
3696,2464,16-01-2025 10:45,2.89,Incoming,Lake Amanda,Tennessee,Poor
3697,4527,14-03-2025 21:07,7.68,Incoming,Kevinbury,Tennessee,Poor
3698,1668,25-10-2025 13:01,9.19,Incoming,Millerburgh,Georgia,Poor
3699,4132,18-02-2025 05:04,8.18,Outgoing,Melindaport,New Hampshire,Poor
3700,3414,15-04-2025 20:43,5.26,Outgoing,Andersonfurt,Michigan,Average
3701,36,05-12-2024 06:15,11.31,Outgoing,Bryantbury,Illinois,Good
3702,5350,22-06-2025 19:15,13.25,Outgoing,East Erin,North Carolina,Average
3703,1056,26-11-2025 03:33,18.79,Outgoing,West Carloshaven,Nebraska,Poor
3704,345,22-05-2025 22:17,6.95,Outgoing,Bettyburgh,New Mexico,Average
3705,2730,23-09-2025 13:44,5.9,Incoming,Gregoryshire,Tennessee,Average
3706,2209,17-07-2025 13:58,6.82,Incoming,West Victoria,Utah,Good
3707,1089,12-12-2024 02:01,11.99,Incoming,Randyberg,Idaho,Poor
3708,2555,26-08-2025 03:42,3.36,Outgoing,West Christopherville,North Dakota,Good
3709,2245,04-02-2025 09:25,6.13,Outgoing,Lake Angelatown,Florida,Poor
3710,886,20-12-2024 17:39,18.44,Incoming,Haileyview,California,Average
3711,4843,20-06-2025 07:38,19.04,Outgoing,East Robert,Idaho,Average
3712,332,10-03-2025 23:24,16.27,Incoming,Heidichester,New Jersey,Good
3713,3805,09-01-2025 00:30,16.44,Incoming,East Danielberg,Florida,Good
3714,79,09-03-2025 04:17,6.68,Outgoing,West Janetport,Tennessee,Good
3715,4059,10-05-2025 16:25,13.3,Outgoing,Morganbury,Arizona,Average
3716,2623,20-12-2024 03:27,11.64,Incoming,Andrewburgh,Oklahoma,Good
3717,3252,02-05-2025 10:40,13.29,Incoming,Port Wendymouth,Wisconsin,Average
3718,3845,01-05-2025 00:26,12.83,Incoming,South Sandra,Illinois,Good
3719,3642,24-04-2025 21:44,19.22,Incoming,North John,New York,Good
3720,2712,01-05-2025 18:35,8.61,Outgoing,Joyceton,Illinois,Good
3721,3985,08-04-2025 03:04,13.3,Incoming,North Emily,Nebraska,Average
3722,5537,17-10-2025 02:42,12.39,Incoming,Reynoldsville,Delaware,Poor
3723,2985,15-08-2025 19:17,10.88,Outgoing,Forbesshire,New Hampshire,Good
3724,4650,05-12-2024 00:24,11.93,Outgoing,Henrymouth,Texas,Average
3725,2063,18-05-2025 02:05,0.6,Outgoing,Scottfurt,New Jersey,Average
3726,2268,20-12-2024 02:16,16.67,Incoming,Lake Rebeccastad,Illinois,Average
3727,5711,18-10-2025 13:28,8.82,Incoming,New Mariachester,Oklahoma,Average
3728,355,06-12-2024 05:01,15.83,Incoming,North Theresa,New York,Average
3729,1021,21-10-2025 23:42,2.73,Incoming,Port Edgar,Georgia,Average
3730,2691,18-02-2025 03:56,3.95,Incoming,Toddtown,California,Good
3731,3538,18-02-2025 08:37,12.35,Incoming,West Michael,Virginia,Poor
3732,40,19-05-2025 15:47,6.59,Incoming,Smithmouth,Massachusetts,Average
3733,2955,12-08-2025 04:01,11.95,Outgoing,Danielton,West Virginia,Poor
3734,1243,29-06-2025 15:33,8.24,Incoming,Port Shannon,Washington,Poor
3735,4919,11-07-2025 05:34,13.16,Incoming,Robinhaven,Georgia,Poor
3736,4538,31-05-2025 08:30,3.73,Outgoing,Marshfort,Kentucky,Poor
3737,3963,11-05-2025 22:25,3.37,Incoming,South Jefferymouth,New Mexico,Average
3738,3366,23-07-2025 17:13,19.11,Outgoing,South Richard,Montana,Average
3739,1575,19-09-2025 08:04,13.92,Outgoing,Wilsonville,Indiana,Good
3740,2549,04-12-2024 08:24,0.8,Outgoing,Lake Gregory,Minnesota,Good
3741,3965,09-05-2025 01:22,3.52,Incoming,Port Williamstad,Nevada,Average
3742,506,08-11-2025 06:53,2.18,Outgoing,Sheilafort,Pennsylvania,Good
3743,1031,07-07-2025 20:07,6.69,Outgoing,Lake Stephenborough,Illinois,Good
3744,4338,15-11-2025 03:28,5.03,Outgoing,New Elizabethfurt,Pennsylvania,Poor
3745,5874,09-10-2025 03:38,0.3,Outgoing,South Kathleen,Georgia,Good
