plan_id,plan_name,price,validity_days,data_per_day_gb,sms_per_day,unlimited_calls,plan_type
2805,Airtel 299,199,56,1.5,200,TRUE,Prepaid
2806,Airtel 299,599,56,2,300,FALSE,Postpaid
2807,Airtel 399,199,84,1,300,FALSE,Postpaid
2808,Airtel 499,599,84,1.5,100,FALSE,Postpaid
2809,Airtel 199,399,28,1.5,200,TRUE,Postpaid
2810,Airtel 299,599,56,1,200,TRUE,Prepaid
2811,Airtel 499,499,84,1.5,100,TRUE,Prepaid
2812,Airtel 399,599,56,1,100,FALSE,Prepaid
2813,Airtel 299,399,84,1.5,100,FALSE,Postpaid
2814,Airtel 299,199,56,2,300,FALSE,Prepaid
2815,Airtel 399,499,84,1,200,FALSE,Postpaid
2816,Airtel 399,399,84,1.5,200,FALSE,Postpaid
2817,Airtel 299,199,84,1.5,200,TRUE,Postpaid
2818,Airtel 499,399,84,1.5,300,TRUE,Postpaid
2819,Airtel 199,599,84,2,200,TRUE,Postpaid
2820,Airtel 299,299,28,2,200,TRUE,Prepaid
2821,Airtel 199,599,28,2,200,FALSE,Prepaid
2822,Airtel 399,399,28,2,300,FALSE,Prepaid
2823,Airtel 199,499,84,1,100,FALSE,Prepaid
2824,Airtel 299,299,28,3,200,FALSE,Postpaid
2825,Airtel 399,199,56,3,300,FALSE,Postpaid
2826,Airtel 399,299,84,1.5,200,TRUE,Postpaid
2827,Airtel 399,399,56,1,300,FALSE,Postpaid
2828,Airtel 199,399,28,2,200,TRUE,Postpaid
2829,Airtel 399,499,56,1,100,FALSE,Prepaid
2830,Airtel 399,399,28,1.5,100,FALSE,Prepaid
2831,Airtel 399,299,56,2,200,FALSE,Prepaid
2832,Airtel 299,299,28,1,200,FALSE,Prepaid
2833,Airtel 199,399,84,2,300,FALSE,Postpaid
2834,Airtel 499,499,28,3,300,FALSE,Prepaid
2835,Airtel 399,399,28,1.5,300,TRUE,Prepaid
2836,Airtel 199,399,56,1.5,100,FALSE,Prepaid
2837,Airtel 499,599,56,2,200,FALSE,Postpaid
2838,Airtel 399,599,84,3,200,FALSE,Postpaid
2839,Airtel 299,599,28,1,200,TRUE,Prepaid
2840,Airtel 199,199,56,1.5,200,TRUE,Prepaid
2841,Airtel 399,499,84,3,300,TRUE,Postpaid
2842,Airtel 399,299,56,1.5,100,FALSE,Prepaid
2843,Airtel 399,299,56,3,200,FALSE,Postpaid
2844,Airtel 299,599,84,1,300,TRUE,Prepaid
2845,Airtel 399,299,56,1,100,FALSE,Prepaid
2846,Airtel 299,599,28,2,200,TRUE,Prepaid
2847,Airtel 199,499,84,3,200,FALSE,Postpaid
2848,Airtel 199,499,28,1.5,200,FALSE,Prepaid
2849,Airtel 199,399,56,2,200,TRUE,Postpaid
2850,Airtel 199,399,28,3,200,TRUE,Postpaid
2851,Airtel 499,199,56,1.5,300,TRUE,Postpaid
2852,Airtel 299,499,84,1,300,TRUE,Postpaid
2853,Airtel 499,499,28,1.5,200,FALSE,Postpaid
2854,Airtel 499,399,84,3,300,FALSE,Postpaid
2855,Airtel 499,399,84,2,200,FALSE,Postpaid
2856,Airtel 499,599,84,2,300,TRUE,Postpaid
2857,Airtel 499,299,28,3,300,FALSE,Prepaid
2858,Airtel 199,299,28,2,300,FALSE,Prepaid
2859,Airtel 399,499,56,3,200,TRUE,Prepaid
2860,Airtel 499,299,56,1.5,200,TRUE,Prepaid
2861,Airtel 199,199,28,1,100,TRUE,Prepaid
2862,Airtel 399,499,28,3,100,TRUE,Prepaid
2863,Airtel 399,399,84,1.5,100,FALSE,Postpaid
2864,Airtel 199,599,56,2,200,FALSE,Postpaid
2865,Airtel 499,499,56,1.5,100,FALSE,Prepaid
2866,Airtel 499,499,28,1.5,100,TRUE,Postpaid
2867,Airtel 299,599,84,2,200,FALSE,Prepaid
2868,Airtel 199,199,28,3,100,FALSE,Postpaid
2869,Airtel 499,599,28,1.5,100,FALSE,Postpaid
2870,Airtel 299,299,84,3,300,FALSE,Postpaid
2871,Airtel 199,199,56,1.5,200,FALSE,Postpaid
2872,Airtel 399,299,56,2,100,FALSE,Postpaid
2873,Airtel 199,499,56,3,300,FALSE,Postpaid
2874,Airtel 499,299,28,2,100,FALSE,Postpaid
2875,Airtel 499,399,56,1,300,FALSE,Postpaid
2876,Airtel 399,499,56,2,100,FALSE,Prepaid
2877,Airtel 199,599,84,1.5,300,FALSE,Postpaid
2878,Airtel 199,599,84,2,200,FALSE,Postpaid
2879,Airtel 499,199,84,3,300,TRUE,Postpaid
2880,Airtel 299,599,28,3,300,FALSE,Postpaid
2881,Airtel 299,399,28,1,200,TRUE,Postpaid
2882,Airtel 399,399,28,1.5,100,TRUE,Prepaid
2883,Airtel 399,199,28,2,300,FALSE,Prepaid
2884,Airtel 299,599,84,3,300,TRUE,Postpaid
2885,Airtel 399,399,56,1,300,TRUE,Prepaid
2886,Airtel 199,399,28,2,200,TRUE,Postpaid
2887,Airtel 299,199,56,1.5,100,FALSE,Prepaid
2888,Airtel 299,599,28,1.5,300,FALSE,Prepaid
2889,Airtel 199,399,28,1.5,200,FALSE,Prepaid
2890,Airtel 399,199,84,2,300,FALSE,Prepaid
2891,Airtel 399,599,28,1.5,200,TRUE,Prepaid
2892,Airtel 199,599,56,3,100,TRUE,Prepaid
2893,Airtel 399,499,56,1.5,200,FALSE,Postpaid
2894,Airtel 499,199,28,3,100,TRUE,Postpaid
2895,Airtel 199,199,28,2,200,FALSE,Postpaid
2896,Airtel 499,499,28,1.5,300,TRUE,Prepaid
2897,Airtel 199,199,28,1,100,TRUE,Prepaid
2898,Airtel 199,399,84,1.5,300,TRUE,Postpaid
2899,Airtel 399,299,56,2,300,TRUE,Postpaid
2900,Airtel 499,199,56,1.5,300,TRUE,Postpaid
2901,Airtel 199,599,84,2,200,FALSE,Prepaid
2902,Airtel 499,399,84,3,300,FALSE,Prepaid
2903,Airtel 399,599,56,1,300,FALSE,Prepaid
2904,Airtel 499,399,84,1,200,FALSE,Prepaid
2905,Airtel 199,199,84,1.5,200,FALSE,Postpaid
2906,Airtel 499,199,84,1.5,100,FALSE,Postpaid
2907,Airtel 499,299,56,1.5,200,TRUE,Prepaid
2908,Airtel 299,599,84,1.5,100,TRUE,Prepaid
2909,Airtel 499,599,56,1.5,200,TRUE,Postpaid
2910,Airtel 299,199,28,3,300,TRUE,Prepaid
2911,Airtel 499,299,28,1.5,300,TRUE,Postpaid
2912,Airtel 199,599,28,1,300,FALSE,Prepaid
2913,Airtel 399,299,84,3,300,FALSE,Prepaid
2914,Airtel 399,399,56,3,100,TRUE,Prepaid
2915,Airtel 399,299,56,2,200,FALSE,Prepaid
2916,Airtel 399,399,84,2,100,TRUE,Prepaid
2917,Airtel 399,499,84,1,300,FALSE,Prepaid
2918,Airtel 499,299,28,3,200,TRUE,Postpaid
2919,Airtel 499,199,84,1.5,200,TRUE,Prepaid
2920,Airtel 299,399,56,3,200,TRUE,Prepaid
2921,Airtel 399,499,84,3,100,TRUE,Postpaid
2922,Airtel 299,499,84,1.5,200,TRUE,Postpaid
2923,Airtel 399,499,84,1,300,FALSE,Postpaid
2924,Airtel 399,299,84,3,200,TRUE,Prepaid
2925,Airtel 299,399,84,3,200,TRUE,Postpaid
2926,Airtel 199,399,56,2,200,TRUE,Prepaid
2927,Airtel 399,199,28,1.5,200,TRUE,Postpaid
2928,Airtel 399,199,28,1.5,200,TRUE,Prepaid
2929,Airtel 199,199,28,1.5,100,TRUE,Prepaid
2930,Airtel 199,499,84,2,200,FALSE,Prepaid
2931,Airtel 399,299,28,2,300,TRUE,Postpaid
2932,Airtel 299,499,28,1.5,200,FALSE,Postpaid
2933,Airtel 199,499,56,2,200,TRUE,Postpaid
2934,Airtel 199,399,28,2,200,FALSE,Prepaid
2935,Airtel 299,599,56,3,200,FALSE,Postpaid
2936,Airtel 499,499,56,1.5,100,TRUE,Postpaid
2937,Airtel 199,499,28,2,100,TRUE,Prepaid
2938,Airtel 299,199,56,1.5,200,FALSE,Postpaid
2939,Airtel 299,499,56,3,300,FALSE,Prepaid
2940,Airtel 399,499,56,2,300,FALSE,Postpaid
2941,Airtel 199,299,28,2,100,TRUE,Postpaid
2942,Airtel 399,599,28,3,200,FALSE,Postpaid
2943,Airtel 199,199,28,1,300,TRUE,Postpaid
2944,Airtel 499,399,28,3,200,FALSE,Postpaid
2945,Airtel 299,199,28,2,100,FALSE,Postpaid
2946,Airtel 499,199,84,1,100,FALSE,Prepaid
2947,Airtel 299,199,56,2,200,FALSE,Prepaid
2948,Airtel 499,599,56,1.5,300,TRUE,Prepaid
2949,Airtel 399,299,28,1,300,FALSE,Postpaid
2950,Airtel 499,599,56,3,200,FALSE,Postpaid
2951,Airtel 299,299,56,2,200,FALSE,Postpaid
2952,Airtel 199,599,28,1,100,TRUE,Postpaid
2953,Airtel 199,399,84,3,200,TRUE,Prepaid
2954,Airtel 499,599,56,1,200,FALSE,Postpaid
2955,Airtel 199,599,28,3,200,FALSE,Postpaid
2956,Airtel 399,199,56,3,300,FALSE,Postpaid
2957,Airtel 199,499,84,1,200,FALSE,Prepaid
2958,Airtel 499,499,56,1,200,TRUE,Prepaid
2959,Airtel 499,399,84,1.5,200,FALSE,Postpaid
2960,Airtel 499,499,84,1,300,FALSE,Postpaid
2961,Airtel 399,399,56,3,200,TRUE,Postpaid
2962,Airtel 399,599,28,3,300,TRUE,Postpaid
2963,Airtel 399,599,56,3,200,FALSE,Prepaid
2964,Airtel 499,199,28,2,200,FALSE,Postpaid
2965,Airtel 499,199,28,3,200,FALSE,Postpaid
2966,Airtel 199,299,84,1,100,FALSE,Postpaid
2967,Airtel 299,599,56,3,100,FALSE,Prepaid
2968,Airtel 299,499,84,3,200,TRUE,Postpaid
2969,Airtel 299,599,84,1.5,100,TRUE,Postpaid
2970,Airtel 299,199,28,2,100,TRUE,Prepaid
2971,Airtel 499,499,28,3,200,FALSE,Postpaid
2972,Airtel 199,599,84,1,100,FALSE,Prepaid
2973,Airtel 199,499,56,2,100,TRUE,Prepaid
2974,Airtel 299,399,28,3,200,FALSE,Postpaid
2975,Airtel 499,499,84,1.5,100,TRUE,Postpaid
2976,Airtel 499,199,84,3,100,FALSE,Postpaid
2977,Airtel 299,199,84,2,100,TRUE,Prepaid
2978,Airtel 399,299,84,1.5,100,FALSE,Postpaid
2979,Airtel 199,599,56,2,200,FALSE,Prepaid
2980,Airtel 199,399,28,3,300,TRUE,Postpaid
2981,Airtel 199,599,56,2,100,TRUE,Postpaid
2982,Airtel 399,399,56,2,200,TRUE,Postpaid
2983,Airtel 299,399,28,1,200,TRUE,Prepaid
2984,Airtel 299,299,84,2,100,TRUE,Postpaid
2985,Airtel 199,499,56,3,100,TRUE,Postpaid
2986,Airtel 499,299,84,1.5,200,FALSE,Postpaid
2987,Airtel 199,399,28,2,100,FALSE,Postpaid
2988,Airtel 499,199,84,3,300,FALSE,Prepaid
2989,Airtel 399,499,84,1.5,200,TRUE,Prepaid
2990,Airtel 399,399,84,1.5,200,FALSE,Prepaid
2991,Airtel 299,199,56,3,200,TRUE,Postpaid
2992,Airtel 399,399,84,1.5,100,TRUE,Postpaid
2993,Airtel 499,499,28,3,200,FALSE,Postpaid
2994,Airtel 299,499,28,3,100,TRUE,Postpaid
2995,Airtel 199,499,28,1,300,TRUE,Postpaid
2996,Airtel 399,299,56,1.5,300,FALSE,Prepaid
2997,Airtel 499,299,28,1,200,TRUE,Prepaid
2998,Airtel 299,599,84,1,200,TRUE,Prepaid
2999,Airtel 399,399,28,2,200,FALSE,Prepaid
3000,Airtel 399,399,84,1,300,TRUE,Prepaid
3001,Airtel 399,199,56,2,100,FALSE,Postpaid
3002,Airtel 499,599,56,1,200,FALSE,Postpaid
3003,Airtel 499,199,28,1,300,TRUE,Prepaid
3004,Airtel 399,199,84,2,100,TRUE,Postpaid
3005,Airtel 299,499,28,3,200,TRUE,Postpaid
3006,Airtel 499,499,28,3,100,FALSE,Postpaid
3007,Airtel 499,199,84,1.5,200,TRUE,Postpaid
3008,Airtel 399,499,56,1.5,300,TRUE,Postpaid
3009,Airtel 199,299,84,1,300,FALSE,Prepaid
3010,Airtel 499,299,28,3,200,TRUE,Postpaid
3011,Airtel 399,599,28,1.5,100,FALSE,Prepaid
3012,Airtel 399,399,56,1,200,TRUE,Prepaid
3013,Airtel 299,599,84,1.5,300,TRUE,Prepaid
3014,Airtel 299,199,56,2,100,TRUE,Postpaid
3015,Airtel 299,299,28,3,100,FALSE,Postpaid
3016,Airtel 299,499,56,1,200,TRUE,Prepaid
3017,Airtel 399,299,56,3,200,TRUE,Postpaid
3018,Airtel 299,299,56,2,100,TRUE,Postpaid
3019,Airtel 299,499,84,1,100,FALSE,Prepaid
3020,Airtel 299,199,28,2,100,TRUE,Prepaid
3021,Airtel 299,399,28,2,200,TRUE,Postpaid
3022,Airtel 499,299,28,3,100,FALSE,Postpaid
3023,Airtel 499,499,56,1,300,FALSE,Postpaid
3024,Airtel 499,399,84,1,200,FALSE,Postpaid
3025,Airtel 499,599,28,1.5,300,FALSE,Prepaid
3026,Airtel 499,499,56,3,200,FALSE,Postpaid
3027,Airtel 499,399,28,2,300,TRUE,Prepaid
3028,Airtel 399,499,84,1,300,TRUE,Prepaid
3029,Airtel 499,199,84,3,100,TRUE,Postpaid
3030,Airtel 399,499,56,2,300,FALSE,Postpaid
3031,Airtel 299,199,84,1.5,100,FALSE,Postpaid
3032,Airtel 199,299,84,3,300,TRUE,Prepaid
3033,Airtel 299,499,84,1.5,200,TRUE,Postpaid
3034,Airtel 199,299,84,1.5,200,TRUE,Postpaid
3035,Airtel 199,199,56,1,100,FALSE,Prepaid
3036,Airtel 299,399,84,1.5,100,FALSE,Postpaid
3037,Airtel 299,599,28,3,200,FALSE,Prepaid
3038,Airtel 199,399,84,1,100,FALSE,Prepaid
3039,Airtel 499,499,28,2,100,FALSE,Prepaid
3040,Airtel 399,299,28,1.5,300,TRUE,Postpaid
3041,Airtel 399,299,28,1,100,FALSE,Postpaid
3042,Airtel 199,299,84,2,100,TRUE,Prepaid
3043,Airtel 299,299,84,1,100,FALSE,Postpaid
3044,Airtel 499,399,56,2,300,FALSE,Prepaid
3045,Airtel 499,299,84,1.5,300,FALSE,Postpaid
3046,Airtel 499,199,28,3,300,FALSE,Postpaid
3047,Airtel 399,499,28,2,300,FALSE,Postpaid
3048,Airtel 399,499,56,1,200,TRUE,Postpaid
3049,Airtel 299,499,28,2,300,TRUE,Postpaid
3050,Airtel 299,599,28,2,200,TRUE,Prepaid
3051,Airtel 399,499,28,3,200,TRUE,Prepaid
3052,Airtel 299,299,56,2,200,TRUE,Postpaid
3053,Airtel 499,599,56,3,100,FALSE,Postpaid
3054,Airtel 299,399,28,3,300,TRUE,Prepaid
3055,Airtel 199,599,84,3,100,TRUE,Postpaid
3056,Airtel 199,599,56,2,200,TRUE,Postpaid
3057,Airtel 399,599,84,1,100,TRUE,Prepaid
3058,Airtel 199,599,84,1,300,FALSE,Prepaid
3059,Airtel 199,499,56,1,200,FALSE,Prepaid
3060,Airtel 499,299,56,1,200,TRUE,Postpaid
3061,Airtel 299,299,84,1,200,FALSE,Prepaid
3062,Airtel 499,199,28,2,100,TRUE,Prepaid
3063,Airtel 199,599,56,1,300,TRUE,Postpaid
3064,Airtel 199,299,56,2,200,TRUE,Postpaid
3065,Airtel 499,199,56,3,300,FALSE,Prepaid
3066,Airtel 299,499,56,1,100,FALSE,Prepaid
3067,Airtel 399,299,84,1.5,100,FALSE,Prepaid
3068,Airtel 299,399,56,1.5,200,FALSE,Postpaid
3069,Airtel 399,199,84,2,300,FALSE,Postpaid
3070,Airtel 299,199,84,1,100,TRUE,Prepaid
3071,Airtel 199,499,84,1,300,TRUE,Postpaid
3072,Airtel 499,399,84,3,100,FALSE,Prepaid
3073,Airtel 299,199,56,1.5,200,FALSE,Prepaid
3074,Airtel 199,499,28,1.5,200,FALSE,Postpaid
3075,Airtel 499,599,56,2,300,FALSE,Prepaid
3076,Airtel 299,299,28,1.5,100,FALSE,Postpaid
3077,Airtel 499,599,28,1,200,FALSE,Prepaid
3078,Airtel 499,199,84,2,300,TRUE,Prepaid
3079,Airtel 299,199,84,1,300,TRUE,Postpaid
3080,Airtel 199,199,28,2,100,TRUE,Prepaid
3081,Airtel 399,399,28,1.5,300,TRUE,Postpaid
3082,Airtel 299,199,28,2,300,FALSE,Postpaid
3083,Airtel 199,499,56,3,200,TRUE,Prepaid
3084,Airtel 199,399,56,1.5,200,FALSE,Postpaid
3085,Airtel 299,199,28,3,300,TRUE,Postpaid
3086,Airtel 499,499,28,1.5,100,TRUE,Prepaid
3087,Airtel 499,299,28,3,100,TRUE,Prepaid
3088,Airtel 399,599,84,3,300,FALSE,Prepaid
3089,Airtel 199,599,28,1.5,100,TRUE,Postpaid
3090,Airtel 499,199,28,1.5,100,FALSE,Prepaid
3091,Airtel 299,599,84,1.5,200,FALSE,Postpaid
3092,Airtel 399,599,28,1,300,FALSE,Prepaid
3093,Airtel 199,499,56,1,200,TRUE,Postpaid
3094,Airtel 399,399,28,3,200,TRUE,Prepaid
3095,Airtel 299,199,28,2,200,TRUE,Prepaid
3096,Airtel 299,499,56,3,300,FALSE,Postpaid
3097,Airtel 299,199,28,2,100,TRUE,Postpaid
3098,Airtel 499,399,56,1,200,TRUE,Prepaid
3099,Airtel 399,299,56,2,300,TRUE,Prepaid
3100,Airtel 199,399,28,1.5,300,FALSE,Postpaid
3101,Airtel 299,199,84,1,300,FALSE,Postpaid
3102,Airtel 199,399,84,2,200,FALSE,Prepaid
3103,Airtel 299,399,28,1,100,FALSE,Prepaid
3104,Airtel 499,199,56,1.5,300,FALSE,Postpaid
3105,Airtel 199,199,28,2,200,FALSE,Prepaid
3106,Airtel 199,399,84,1,300,TRUE,Prepaid
3107,Airtel 499,299,56,1.5,300,FALSE,Prepaid
3108,Airtel 199,399,28,1,300,TRUE,Postpaid
3109,Airtel 199,499,56,2,300,TRUE,Prepaid
3110,Airtel 399,199,56,2,200,TRUE,Postpaid
3111,Airtel 299,599,28,1,100,FALSE,Postpaid
3112,Airtel 299,399,84,1,100,TRUE,Postpaid
3113,Airtel 399,299,56,1.5,100,FALSE,Postpaid
3114,Airtel 499,599,56,3,300,FALSE,Postpaid
3115,Airtel 499,599,56,3,300,FALSE,Postpaid
3116,Airtel 399,599,84,3,200,TRUE,Prepaid
3117,Airtel 499,199,56,3,200,TRUE,Postpaid
3118,Airtel 199,499,56,1.5,100,FALSE,Prepaid
3119,Airtel 499,599,84,2,100,FALSE,Postpaid
3120,Airtel 299,199,56,1.5,200,TRUE,Postpaid
3121,Airtel 199,199,84,2,100,TRUE,Prepaid
3122,Airtel 499,599,56,1.5,100,FALSE,Prepaid
3123,Airtel 499,299,28,1,100,TRUE,Prepaid
3124,Airtel 499,399,84,2,100,TRUE,Postpaid
3125,Airtel 299,399,84,3,200,TRUE,Prepaid
3126,Airtel 399,599,28,1,100,TRUE,Postpaid
3127,Airtel 299,599,56,1,100,FALSE,Prepaid
3128,Airtel 199,499,84,2,200,FALSE,Prepaid
3129,Airtel 499,399,56,1,100,FALSE,Prepaid
3130,Airtel 499,299,28,1.5,100,TRUE,Postpaid
3131,Airtel 399,299,84,1,100,TRUE,Postpaid
3132,Airtel 399,499,56,2,200,FALSE,Prepaid
3133,Airtel 199,299,28,2,200,TRUE,Prepaid
3134,Airtel 299,299,56,2,300,TRUE,Prepaid
3135,Airtel 299,599,84,3,300,FALSE,Postpaid
3136,Airtel 499,499,56,1,200,FALSE,Postpaid
3137,Airtel 299,299,28,1.5,100,FALSE,Prepaid
3138,Airtel 499,399,28,3,300,TRUE,Prepaid
3139,Airtel 199,199,84,1.5,300,TRUE,Postpaid
3140,Airtel 399,199,84,2,100,FALSE,Prepaid
3141,Airtel 299,499,84,3,200,TRUE,Postpaid
3142,Airtel 499,299,84,2,300,TRUE,Postpaid
3143,Airtel 399,599,56,2,100,FALSE,Prepaid
3144,Airtel 299,399,28,1,300,TRUE,Prepaid
3145,Airtel 199,599,28,2,100,TRUE,Postpaid
3146,Airtel 499,199,56,2,200,TRUE,Prepaid
3147,Airtel 399,399,56,2,300,TRUE,Postpaid
3148,Airtel 199,299,28,1,200,TRUE,Postpaid
3149,Airtel 499,499,28,1,100,TRUE,Postpaid
3150,Airtel 499,299,56,3,100,FALSE,Postpaid
3151,Airtel 299,199,84,2,300,FALSE,Prepaid
3152,Airtel 499,499,84,1.5,300,FALSE,Postpaid
3153,Airtel 399,199,56,2,300,FALSE,Prepaid
3154,Airtel 499,499,28,3,300,FALSE,Prepaid
3155,Airtel 399,399,56,1.5,300,FALSE,Prepaid
3156,Airtel 199,399,28,3,100,TRUE,Prepaid
3157,Airtel 199,599,28,1.5,200,FALSE,Postpaid
3158,Airtel 499,199,84,2,100,FALSE,Postpaid
3159,Airtel 299,399,28,1.5,200,FALSE,Postpaid
3160,Airtel 299,499,84,3,200,FALSE,Postpaid
3161,Airtel 199,499,28,1,300,TRUE,Prepaid
3162,Airtel 399,199,84,3,300,TRUE,Prepaid
3163,Airtel 299,399,28,1.5,100,FALSE,Postpaid
3164,Airtel 499,599,56,3,200,TRUE,Postpaid
3165,Airtel 299,599,56,3,100,FALSE,Prepaid
3166,Airtel 399,199,56,3,200,FALSE,Prepaid
3167,Airtel 499,199,28,3,100,FALSE,Prepaid
3168,Airtel 399,399,84,1.5,300,TRUE,Prepaid
3169,Airtel 299,599,56,1.5,300,TRUE,Postpaid
3170,Airtel 499,599,84,2,100,TRUE,Prepaid
3171,Airtel 499,399,84,1.5,300,TRUE,Prepaid
3172,Airtel 399,299,56,3,200,TRUE,Prepaid
3173,Airtel 499,599,56,1.5,200,TRUE,Prepaid
3174,Airtel 299,299,84,2,300,TRUE,Postpaid
3175,Airtel 399,599,28,1.5,100,FALSE,Prepaid
3176,Airtel 199,399,84,2,200,FALSE,Prepaid
3177,Airtel 399,499,56,1,300,FALSE,Prepaid
3178,Airtel 399,299,56,2,300,TRUE,Postpaid
3179,Airtel 499,399,56,1.5,300,FALSE,Postpaid
3180,Airtel 299,399,28,1.5,200,FALSE,Postpaid
3181,Airtel 299,599,28,1,200,TRUE,Prepaid
3182,Airtel 399,399,56,1.5,300,FALSE,Prepaid
3183,Airtel 399,399,56,2,300,TRUE,Prepaid
3184,Airtel 399,199,56,3,300,FALSE,Prepaid
3185,Airtel 299,499,56,3,200,TRUE,Postpaid
3186,Airtel 499,499,28,1,300,TRUE,Postpaid
3187,Airtel 399,599,56,1.5,100,FALSE,Prepaid
3188,Airtel 199,499,56,2,200,FALSE,Postpaid
3189,Airtel 499,599,28,1.5,300,TRUE,Postpaid
3190,Airtel 299,499,28,1,200,FALSE,Prepaid
3191,Airtel 399,299,28,3,200,TRUE,Postpaid
3192,Airtel 299,399,84,1.5,100,FALSE,Prepaid
3193,Airtel 299,199,28,1,300,FALSE,Postpaid
3194,Airtel 199,599,28,1.5,200,TRUE,Postpaid
3195,Airtel 399,399,56,3,100,TRUE,Postpaid
3196,Airtel 199,299,84,1.5,200,FALSE,Prepaid
3197,Airtel 499,399,28,1.5,100,FALSE,Postpaid
3198,Airtel 499,399,28,3,300,TRUE,Postpaid
3199,Airtel 199,499,84,1,100,FALSE,Prepaid
3200,Airtel 199,499,84,3,300,TRUE,Prepaid
3201,Airtel 199,599,84,1,100,TRUE,Prepaid
3202,Airtel 299,599,84,1,100,FALSE,Prepaid
3203,Airtel 499,399,84,1.5,300,TRUE,Postpaid
3204,Airtel 199,299,84,1,300,FALSE,Postpaid
3205,Airtel 499,299,28,3,100,FALSE,Postpaid
3206,Airtel 499,399,84,3,200,TRUE,Prepaid
3207,Airtel 299,399,84,1.5,200,FALSE,Postpaid
3208,Airtel 199,599,28,1,300,FALSE,Postpaid
3209,Airtel 299,199,28,2,300,TRUE,Prepaid
3210,Airtel 499,199,84,1.5,100,TRUE,Postpaid
3211,Airtel 199,599,84,1.5,100,FALSE,Postpaid
3212,Airtel 499,399,28,1.5,300,TRUE,Postpaid
3213,Airtel 499,599,28,1.5,100,FALSE,Postpaid
3214,Airtel 499,399,28,3,300,FALSE,Postpaid
3215,Airtel 499,199,56,1.5,200,TRUE,Postpaid
3216,Airtel 299,499,28,3,100,TRUE,Postpaid
3217,Airtel 399,199,84,3,100,FALSE,Postpaid
3218,Airtel 399,299,84,1.5,200,FALSE,Prepaid
3219,Airtel 299,199,84,2,100,TRUE,Postpaid
3220,Airtel 399,499,56,1,200,TRUE,Postpaid
3221,Airtel 499,199,28,2,300,FALSE,Prepaid
3222,Airtel 199,299,84,1,200,FALSE,Postpaid
3223,Airtel 199,299,28,3,300,FALSE,Postpaid
3224,Airtel 199,499,28,1.5,100,TRUE,Postpaid
3225,Airtel 199,499,84,3,300,FALSE,Postpaid
3226,Airtel 399,499,84,3,200,FALSE,Prepaid
3227,Airtel 499,599,28,1,200,FALSE,Postpaid
3228,Airtel 499,599,56,1,100,FALSE,Prepaid
3229,Airtel 199,299,56,1,300,TRUE,Postpaid
3230,Airtel 399,499,56,3,300,TRUE,Postpaid
3231,Airtel 499,599,84,2,200,FALSE,Postpaid
3232,Airtel 199,599,28,3,200,FALSE,Prepaid
3233,Airtel 199,599,28,1,300,TRUE,Postpaid
3234,Airtel 499,399,28,1.5,100,FALSE,Prepaid
3235,Airtel 499,199,56,3,300,FALSE,Postpaid
3236,Airtel 299,499,56,3,100,FALSE,Postpaid
3237,Airtel 199,599,84,1,300,FALSE,Postpaid
3238,Airtel 499,599,56,2,100,FALSE,Prepaid
3239,Airtel 199,599,56,3,300,TRUE,Postpaid
3240,Airtel 199,599,56,2,100,TRUE,Prepaid
3241,Airtel 499,299,84,1,100,TRUE,Postpaid
3242,Airtel 199,299,56,1.5,100,TRUE,Postpaid
3243,Airtel 399,399,56,1.5,100,FALSE,Postpaid
3244,Airtel 299,399,56,1,300,FALSE,Prepaid
3245,Airtel 399,399,28,1.5,100,TRUE,Postpaid
3246,Airtel 499,199,56,2,100,FALSE,Postpaid
3247,Airtel 499,399,56,3,300,FALSE,Prepaid
3248,Airtel 499,299,56,1.5,200,FALSE,Postpaid
3249,Airtel 499,199,28,1,100,TRUE,Postpaid
3250,Airtel 399,599,28,1,200,FALSE,Prepaid
3251,Airtel 399,499,28,2,300,FALSE,Prepaid
3252,Airtel 399,399,56,1.5,200,FALSE,Postpaid
3253,Airtel 299,199,28,1.5,300,FALSE,Prepaid
3254,Airtel 299,399,56,1,300,TRUE,Postpaid
3255,Airtel 399,399,56,1,300,FALSE,Prepaid
3256,Airtel 399,399,56,3,300,TRUE,Prepaid
3257,Airtel 299,399,56,2,300,FALSE,Prepaid
3258,Airtel 299,199,28,1,300,TRUE,Prepaid
3259,Airtel 499,399,84,1,300,TRUE,Postpaid
3260,Airtel 199,299,56,1,200,TRUE,Postpaid
3261,Airtel 399,499,84,1.5,300,TRUE,Postpaid
3262,Airtel 199,599,56,3,200,FALSE,Prepaid
3263,Airtel 199,599,28,1,300,FALSE,Prepaid
3264,Airtel 399,499,84,2,200,TRUE,Prepaid
3265,Airtel 199,399,28,3,100,FALSE,Postpaid
3266,Airtel 399,199,84,3,200,FALSE,Postpaid
3267,Airtel 399,399,84,2,200,FALSE,Postpaid
3268,Airtel 499,299,28,1,200,FALSE,Postpaid
3269,Airtel 399,599,84,1,100,TRUE,Postpaid
3270,Airtel 399,299,84,1.5,100,TRUE,Postpaid
3271,Airtel 199,199,84,2,100,FALSE,Postpaid
3272,Airtel 299,399,56,2,300,FALSE,Prepaid
3273,Airtel 299,399,56,3,300,FALSE,Prepaid
3274,Airtel 399,399,28,2,100,TRUE,Postpaid
3275,Airtel 299,299,28,1.5,200,FALSE,Prepaid
3276,Airtel 499,599,84,1.5,100,FALSE,Postpaid
